,volume,volchange,buyvol,buyvolchange,sellvol,sellvolchange,net_vol_diff,datetime
上海东证,2907.0,2907.0,1427.0,1427.0,1296.0,1296.0,131,20220722
东兴期货,0.0,0.0,270.0,270.0,271.0,271.0,-1,20220722
中信建投,835.0,835.0,268.0,268.0,279.0,279.0,-11,20220722
中信期货,5214.0,5214.0,2357.0,2357.0,2449.0,2449.0,-92,20220722
乾坤期货,0.0,0.0,531.0,531.0,0.0,0.0,531,20220722
五矿期货,895.0,895.0,430.0,430.0,419.0,419.0,11,20220722
光大期货,584.0,584.0,0.0,0.0,0.0,0.0,0,20220722
兴证期货,2125.0,2125.0,1106.0,1106.0,913.0,913.0,193,20220722
华泰期货,1640.0,1640.0,696.0,696.0,716.0,716.0,-20,20220722
华闻期货,1385.0,1385.0,648.0,648.0,699.0,699.0,-51,20220722
南华期货,0.0,0.0,0.0,0.0,276.0,276.0,-276,20220722
国信期货,783.0,783.0,327.0,327.0,326.0,326.0,1,20220722
国富期货,923.0,923.0,455.0,455.0,234.0,234.0,221,20220722
国投安信,0.0,0.0,261.0,261.0,0.0,0.0,261,20220722
国泰君安,4694.0,4694.0,1852.0,1852.0,2194.0,2194.0,-342,20220722
大有期货,689.0,689.0,0.0,0.0,238.0,238.0,-238,20220722
平安期货,0.0,0.0,0.0,0.0,233.0,233.0,-233,20220722
广发期货,1439.0,1439.0,289.0,289.0,782.0,782.0,-493,20220722
招商期货,567.0,567.0,231.0,231.0,0.0,0.0,231,20220722
永安期货,1050.0,1050.0,268.0,268.0,450.0,450.0,-182,20220722
海通期货,2017.0,2017.0,756.0,756.0,1013.0,1013.0,-257,20220722
混沌天成,750.0,750.0,329.0,329.0,0.0,0.0,329,20220722
申银万国,901.0,901.0,314.0,314.0,393.0,393.0,-79,20220722
银河期货,789.0,789.0,324.0,324.0,351.0,351.0,-27,20220722
鲁证期货,798.0,798.0,0.0,0.0,240.0,240.0,-240,20220722
上海东证,2941.0,34.0,969.0,-458.0,879.0,-417.0,-41,20220725
东兴期货,1600.0,1053.0,1001.0,731.0,1002.0,731.0,0,20220725
中信建投,676.0,-159.0,278.0,10.0,301.0,22.0,-12,20220725
中信期货,5766.0,552.0,2258.0,-99.0,2368.0,-81.0,-18,20220725
乾坤期货,0.0,0.0,724.0,193.0,0.0,0.0,193,20220725
五矿期货,1023.0,128.0,281.0,-149.0,289.0,-130.0,-19,20220725
兴证期货,2173.0,48.0,839.0,-267.0,543.0,-370.0,103,20220725
华泰期货,1669.0,29.0,804.0,108.0,745.0,29.0,79,20220725
华西期货,616.0,501.0,312.0,283.0,223.0,177.0,106,20220725
华闻期货,3179.0,1794.0,1073.0,425.0,1009.0,310.0,115,20220725
南华期货,0.0,0.0,0.0,0.0,224.0,-52.0,52,20220725
国信期货,673.0,-110.0,310.0,-17.0,266.0,-60.0,43,20220725
国富期货,0.0,0.0,457.0,2.0,0.0,0.0,2,20220725
国投安信,0.0,0.0,371.0,110.0,0.0,0.0,110,20220725
国泰君安,5111.0,417.0,1944.0,92.0,2621.0,427.0,-335,20220725
大有期货,757.0,68.0,0.0,0.0,0.0,0.0,0,20220725
平安期货,840.0,400.0,320.0,181.0,268.0,35.0,146,20220725
广发期货,830.0,-609.0,341.0,52.0,974.0,192.0,-140,20220725
建信期货,0.0,0.0,0.0,0.0,413.0,329.0,-329,20220725
招商期货,648.0,81.0,0.0,0.0,0.0,0.0,0,20220725
永安期货,785.0,-265.0,0.0,0.0,365.0,-85.0,85,20220725
浙商期货,0.0,0.0,0.0,0.0,279.0,74.0,-74,20220725
海通期货,2934.0,917.0,759.0,3.0,1342.0,329.0,-326,20220725
申银万国,765.0,-136.0,413.0,99.0,315.0,-78.0,177,20220725
银河期货,822.0,33.0,326.0,2.0,353.0,2.0,0,20220725
鲁证期货,969.0,171.0,409.0,193.0,0.0,0.0,193,20220725
上海东方,430.0,34.0,0.0,0.0,0.0,0.0,0,20220726
上海东证,3818.0,877.0,2206.0,1237.0,2000.0,1121.0,116,20220726
东兴期货,1121.0,-479.0,680.0,-321.0,678.0,-324.0,3,20220726
中信建投,653.0,-23.0,331.0,53.0,215.0,-86.0,139,20220726
中信期货,4714.0,-1052.0,2574.0,316.0,2836.0,468.0,-152,20220726
中泰期货,740.0,-229.0,518.0,109.0,307.0,125.0,-16,20220726
乾坤期货,0.0,0.0,529.0,-195.0,0.0,0.0,-195,20220726
五矿期货,467.0,-556.0,0.0,0.0,223.0,-66.0,66,20220726
先锋期货,438.0,327.0,0.0,0.0,0.0,0.0,0,20220726
兴证期货,1482.0,-691.0,1102.0,263.0,552.0,9.0,254,20220726
华泰期货,1073.0,-596.0,985.0,181.0,747.0,2.0,179,20220726
华西期货,0.0,0.0,267.0,-45.0,256.0,33.0,-78,20220726
华闻期货,2632.0,-547.0,956.0,-117.0,934.0,-75.0,-42,20220726
国信期货,990.0,317.0,574.0,264.0,488.0,222.0,42,20220726
国富期货,0.0,0.0,388.0,-69.0,0.0,0.0,-69,20220726
国投安信,0.0,0.0,384.0,13.0,0.0,0.0,13,20220726
国泰君安,5361.0,250.0,2072.0,128.0,2994.0,373.0,-245,20220726
大有期货,434.0,-323.0,0.0,0.0,0.0,0.0,0,20220726
平安期货,827.0,-13.0,351.0,31.0,276.0,8.0,23,20220726
广发期货,626.0,-204.0,254.0,-87.0,1009.0,35.0,-122,20220726
建信期货,0.0,0.0,0.0,0.0,408.0,-5.0,5,20220726
永安期货,773.0,-12.0,426.0,184.0,400.0,35.0,149,20220726
浙商期货,0.0,0.0,0.0,0.0,261.0,-18.0,18,20220726
海通期货,2211.0,-723.0,578.0,-181.0,922.0,-420.0,239,20220726
申银万国,630.0,-135.0,645.0,232.0,331.0,16.0,216,20220726
银河期货,527.0,-295.0,244.0,-82.0,476.0,123.0,-205,20220726
上海东证,4136.0,318.0,1660.0,-546.0,1492.0,-508.0,-38,20220727
东兴期货,571.0,-550.0,783.0,103.0,788.0,110.0,-7,20220727
东吴期货,521.0,159.0,0.0,0.0,0.0,0.0,0,20220727
中信建投,744.0,91.0,418.0,87.0,248.0,33.0,54,20220727
中信期货,5823.0,1109.0,3298.0,724.0,3041.0,205.0,519,20220727
中泰期货,684.0,-56.0,471.0,-47.0,264.0,-43.0,-4,20220727
乾坤期货,0.0,0.0,260.0,-269.0,0.0,0.0,-269,20220727
五矿期货,0.0,0.0,0.0,0.0,222.0,-1.0,1,20220727
光大期货,444.0,157.0,292.0,195.0,0.0,0.0,195,20220727
兴证期货,1050.0,-432.0,973.0,-129.0,421.0,-131.0,2,20220727
华泰期货,1164.0,91.0,1305.0,320.0,745.0,-2.0,322,20220727
华闻期货,2194.0,-438.0,883.0,-73.0,861.0,-73.0,0,20220727
国信期货,860.0,-130.0,420.0,-154.0,334.0,-154.0,0,20220727
国富期货,0.0,0.0,291.0,-97.0,0.0,0.0,-97,20220727
国投安信,482.0,178.0,0.0,0.0,0.0,0.0,0,20220727
国泰君安,4992.0,-369.0,2116.0,44.0,3298.0,304.0,-260,20220727
平安期货,699.0,-128.0,0.0,0.0,0.0,0.0,0,20220727
广发期货,548.0,-78.0,308.0,54.0,1135.0,126.0,-72,20220727
建信期货,0.0,0.0,280.0,195.0,430.0,22.0,173,20220727
招商期货,461.0,114.0,0.0,0.0,270.0,113.0,-113,20220727
方正中期,419.0,0.0,0.0,0.0,0.0,0.0,0,20220727
永安期货,0.0,0.0,296.0,-130.0,436.0,36.0,-166,20220727
浙商期货,0.0,0.0,0.0,0.0,262.0,1.0,-1,20220727
海证期货,0.0,0.0,350.0,317.0,0.0,0.0,317,20220727
海通期货,2204.0,-7.0,763.0,185.0,1301.0,379.0,-194,20220727
申银万国,680.0,50.0,929.0,284.0,351.0,20.0,264,20220727
紫金天风,0.0,0.0,0.0,0.0,216.0,48.0,-48,20220727
银河期货,626.0,99.0,310.0,66.0,542.0,66.0,0,20220727
上海东证,4700.0,564.0,2239.0,579.0,2095.0,603.0,-24,20220728
东兴期货,973.0,402.0,737.0,-46.0,771.0,-17.0,-29,20220728
中信建投,908.0,164.0,311.0,-107.0,0.0,0.0,-107,20220728
中信期货,6292.0,469.0,4253.0,955.0,3156.0,115.0,840,20220728
中泰期货,815.0,131.0,548.0,77.0,298.0,34.0,43,20220728
中银期货,0.0,0.0,0.0,0.0,367.0,208.0,-208,20220728
五矿期货,552.0,147.0,0.0,0.0,0.0,0.0,0,20220728
先锋期货,522.0,207.0,0.0,0.0,0.0,0.0,0,20220728
兴证期货,1208.0,158.0,929.0,-44.0,523.0,102.0,-146,20220728
华泰期货,1683.0,519.0,1499.0,194.0,632.0,-113.0,307,20220728
华西期货,463.0,151.0,391.0,166.0,329.0,115.0,51,20220728
华闻期货,2601.0,407.0,926.0,43.0,845.0,-16.0,59,20220728
国信期货,1138.0,278.0,697.0,277.0,497.0,163.0,114,20220728
国泰君安,6465.0,1473.0,2347.0,231.0,4266.0,968.0,-737,20220728
平安期货,0.0,0.0,285.0,33.0,0.0,0.0,33,20220728
广发期货,805.0,257.0,678.0,370.0,1226.0,91.0,279,20220728
建信期货,0.0,0.0,317.0,37.0,400.0,-30.0,67,20220728
招商期货,594.0,133.0,0.0,0.0,315.0,45.0,-45,20220728
方正中期,831.0,412.0,269.0,76.0,361.0,169.0,-93,20220728
永安期货,798.0,384.0,706.0,410.0,432.0,-4.0,414,20220728
海证期货,0.0,0.0,381.0,31.0,0.0,0.0,31,20220728
海通期货,2166.0,-38.0,686.0,-77.0,1514.0,213.0,-290,20220728
瑞银期货,534.0,517.0,0.0,0.0,311.0,311.0,-311,20220728
申银万国,0.0,0.0,939.0,10.0,378.0,27.0,-17,20220728
银河期货,622.0,-4.0,291.0,-19.0,573.0,31.0,-50,20220728
一德期货,637.0,243.0,748.0,389.0,0.0,0.0,389,20220729
上海东证,7316.0,481.0,2933.0,-30.0,2722.0,56.0,-86,20220729
上海中期,200.0,119.0,0.0,0.0,0.0,0.0,0,20220729
上海大陆,0.0,0.0,402.0,99.0,0.0,0.0,99,20220729
东兴期货,1906.0,639.0,724.0,-13.0,1015.0,-58.0,45,20220729
东吴期货,681.0,341.0,0.0,0.0,0.0,0.0,0,20220729
东海期货,0.0,0.0,191.0,42.0,191.0,80.0,-38,20220729
中信建投,1224.0,108.0,320.0,9.0,329.0,32.0,-23,20220729
中信期货,8597.0,992.0,5496.0,377.0,4390.0,488.0,-111,20220729
中投天琪,0.0,0.0,0.0,0.0,177.0,67.0,-67,20220729
中泰期货,1762.0,683.0,721.0,173.0,433.0,135.0,38,20220729
中金期货,0.0,0.0,444.0,219.0,0.0,0.0,219,20220729
中银期货,0.0,0.0,0.0,0.0,378.0,11.0,-11,20220729
五矿期货,1069.0,213.0,202.0,57.0,151.0,65.0,-8,20220729
光大期货,0.0,0.0,0.0,0.0,573.0,269.0,-269,20220729
兴业期货,0.0,0.0,338.0,136.0,0.0,0.0,136,20220729
兴证期货,1926.0,414.0,1155.0,17.0,525.0,-101.0,118,20220729
华泰期货,3003.0,562.0,2372.0,622.0,2149.0,783.0,-161,20220729
华西期货,837.0,253.0,443.0,52.0,482.0,59.0,-7,20220729
华闻期货,3499.0,-132.0,1557.0,157.0,1535.0,174.0,-17,20220729
国信期货,2037.0,98.0,790.0,-282.0,341.0,-72.0,-210,20220729
国投安信,0.0,0.0,0.0,0.0,480.0,66.0,-66,20220729
国泰君安,9328.0,1271.0,3020.0,-78.0,5674.0,-38.0,-40,20220729
大地期货,427.0,383.0,421.0,411.0,0.0,0.0,411,20220729
宏源期货,0.0,0.0,162.0,1.0,0.0,0.0,1,20220729
平安期货,549.0,93.0,298.0,13.0,0.0,0.0,13,20220729
广发期货,1646.0,427.0,818.0,-60.0,993.0,-880.0,820,20220729
建信期货,0.0,0.0,318.0,1.0,328.0,38.0,-37,20220729
招商期货,861.0,267.0,0.0,0.0,358.0,43.0,-43,20220729
方正中期,0.0,0.0,0.0,0.0,377.0,16.0,-16,20220729
永安期货,1073.0,73.0,1344.0,-217.0,731.0,30.0,-247,20220729
海证期货,0.0,0.0,391.0,10.0,0.0,0.0,10,20220729
海通期货,3745.0,879.0,1170.0,202.0,3255.0,1281.0,-1079,20220729
瑞达期货,0.0,0.0,170.0,21.0,0.0,0.0,21,20220729
瑞银期货,0.0,0.0,0.0,0.0,435.0,124.0,-124,20220729
申银万国,558.0,135.0,1375.0,65.0,638.0,110.0,-45,20220729
财信期货,257.0,85.0,0.0,0.0,0.0,0.0,0,20220729
银河期货,957.0,74.0,585.0,12.0,1085.0,311.0,-299,20220729
一德期货,445.0,-192.0,309.0,-439.0,0.0,0.0,-439,20220801
上海东证,6087.0,-1229.0,2607.0,-326.0,2285.0,-437.0,111,20220801
上海大陆,0.0,0.0,403.0,1.0,0.0,0.0,1,20220801
东兴期货,1632.0,-274.0,659.0,-65.0,909.0,-106.0,41,20220801
东海期货,0.0,0.0,196.0,5.0,210.0,19.0,-14,20220801
中信建投,837.0,-387.0,0.0,0.0,407.0,78.0,-78,20220801
中信期货,8234.0,-363.0,5354.0,-142.0,3944.0,-446.0,304,20220801
中投天琪,143.0,20.0,0.0,0.0,220.0,43.0,-43,20220801
中泰期货,1269.0,-189.0,610.0,-271.0,437.0,4.0,-275,20220801
中金期货,0.0,0.0,474.0,30.0,0.0,0.0,30,20220801
中银期货,0.0,0.0,0.0,0.0,419.0,41.0,-41,20220801
乾坤期货,0.0,0.0,289.0,47.0,0.0,0.0,47,20220801
五矿期货,974.0,-95.0,482.0,29.0,0.0,0.0,29,20220801
光大期货,0.0,0.0,0.0,0.0,657.0,84.0,-84,20220801
兴业期货,0.0,0.0,340.0,2.0,0.0,0.0,2,20220801
兴证期货,1520.0,-406.0,1178.0,23.0,408.0,17.0,6,20220801
华泰期货,2581.0,-422.0,2570.0,198.0,1682.0,-467.0,665,20220801
华西期货,701.0,-136.0,0.0,0.0,0.0,0.0,0,20220801
华闻期货,2874.0,-625.0,1058.0,-499.0,1072.0,-463.0,-36,20220801
南华期货,519.0,135.0,0.0,0.0,0.0,0.0,0,20220801
国信期货,1413.0,-624.0,845.0,55.0,619.0,18.0,37,20220801
国元期货,0.0,0.0,0.0,0.0,187.0,86.0,-86,20220801
国投安信,0.0,0.0,0.0,0.0,473.0,-7.0,7,20220801
国泰君安,7668.0,-1660.0,3026.0,6.0,5270.0,-404.0,410,20220801
国联期货,0.0,0.0,0.0,0.0,112.0,29.0,-29,20220801
大地期货,461.0,34.0,0.0,0.0,0.0,0.0,0,20220801
安粮期货,143.0,129.0,0.0,0.0,0.0,0.0,0,20220801
宏源期货,0.0,0.0,169.0,7.0,0.0,0.0,7,20220801
平安期货,583.0,34.0,320.0,22.0,0.0,0.0,22,20220801
广发期货,549.0,-573.0,803.0,-15.0,997.0,4.0,-19,20220801
建信期货,0.0,0.0,0.0,0.0,356.0,28.0,-28,20220801
招商期货,691.0,-170.0,0.0,0.0,424.0,66.0,-66,20220801
方正中期,920.0,177.0,0.0,0.0,537.0,160.0,-160,20220801
永安期货,812.0,-50.0,1558.0,214.0,759.0,28.0,186,20220801
海证期货,0.0,0.0,395.0,4.0,0.0,0.0,4,20220801
海通期货,2965.0,-780.0,1014.0,-156.0,2450.0,-805.0,649,20220801
混沌天成,0.0,0.0,262.0,86.0,0.0,0.0,86,20220801
瑞达期货,0.0,0.0,173.0,3.0,0.0,0.0,3,20220801
瑞银期货,0.0,0.0,0.0,0.0,458.0,23.0,-23,20220801
申银万国,155.0,-2.0,1335.0,-40.0,667.0,29.0,-69,20220801
财信期货,206.0,-51.0,0.0,0.0,0.0,0.0,0,20220801
银河期货,737.0,-220.0,655.0,70.0,1182.0,97.0,-27,20220801
长江期货,0.0,0.0,0.0,0.0,132.0,55.0,-55,20220801
一德期货,537.0,92.0,810.0,501.0,0.0,0.0,501,20220802
上海东证,8353.0,2266.0,3775.0,1168.0,3198.0,913.0,255,20220802
上海大陆,407.0,400.0,0.0,0.0,0.0,0.0,0,20220802
东兴期货,3625.0,1993.0,1100.0,317.0,1159.0,250.0,67,20220802
东海期货,0.0,0.0,247.0,51.0,211.0,1.0,50,20220802
中信建投,1718.0,881.0,486.0,354.0,551.0,144.0,210,20220802
中信期货,13740.0,5506.0,6486.0,1132.0,6306.0,2362.0,-1230,20220802
中投天琪,376.0,233.0,0.0,0.0,249.0,29.0,-29,20220802
中泰期货,1067.0,-202.0,528.0,92.0,564.0,127.0,-35,20220802
中金期货,0.0,0.0,618.0,144.0,0.0,0.0,144,20220802
中银期货,0.0,0.0,0.0,0.0,416.0,-3.0,3,20220802
五矿期货,1087.0,364.0,577.0,95.0,0.0,0.0,95,20220802
光大期货,396.0,273.0,226.0,85.0,266.0,45.0,40,20220802
兴业期货,0.0,0.0,476.0,136.0,0.0,0.0,136,20220802
兴证期货,3053.0,1533.0,1474.0,296.0,812.0,404.0,-108,20220802
华泰期货,4823.0,2242.0,2795.0,225.0,2512.0,830.0,-605,20220802
华西期货,454.0,205.0,398.0,138.0,466.0,152.0,-14,20220802
华闻期货,5550.0,2676.0,1879.0,821.0,1841.0,769.0,52,20220802
南华期货,824.0,305.0,0.0,0.0,0.0,0.0,0,20220802
国信期货,3180.0,1767.0,1192.0,347.0,932.0,313.0,34,20220802
国元期货,0.0,0.0,0.0,0.0,204.0,17.0,-17,20220802
国投安信,0.0,0.0,0.0,0.0,309.0,-164.0,164,20220802
国泰君安,13168.0,5500.0,4812.0,1786.0,7330.0,2060.0,-274,20220802
国联期货,0.0,0.0,0.0,0.0,172.0,60.0,-60,20220802
大地期货,408.0,-53.0,413.0,400.0,0.0,0.0,400,20220802
宏源期货,0.0,0.0,267.0,98.0,0.0,0.0,98,20220802
平安期货,1103.0,520.0,392.0,72.0,0.0,0.0,72,20220802
广发期货,1993.0,1358.0,800.0,291.0,1440.0,443.0,-152,20220802
建信期货,0.0,0.0,0.0,0.0,409.0,53.0,-53,20220802
招商期货,1135.0,444.0,0.0,0.0,535.0,111.0,-111,20220802
方正中期,0.0,0.0,0.0,0.0,530.0,-7.0,7,20220802
永安期货,1823.0,957.0,1536.0,-22.0,822.0,63.0,-85,20220802
海证期货,949.0,792.0,610.0,215.0,0.0,0.0,215,20220802
海通期货,4955.0,1990.0,1523.0,509.0,2660.0,210.0,299,20220802
瑞达期货,0.0,0.0,199.0,26.0,0.0,0.0,26,20220802
瑞银期货,0.0,0.0,0.0,0.0,458.0,0.0,0,20220802
申银万国,1502.0,907.0,1619.0,284.0,743.0,76.0,208,20220802
西部期货,379.0,324.0,0.0,0.0,0.0,0.0,0,20220802
银河期货,1093.0,526.0,807.0,152.0,1078.0,-104.0,256,20220802
长江期货,0.0,0.0,0.0,0.0,229.0,97.0,-97,20220802
一德期货,0.0,0.0,994.0,184.0,0.0,0.0,184,20220803
上海东证,7519.0,-834.0,3461.0,-314.0,3045.0,-153.0,-161,20220803
东兴期货,2956.0,-669.0,839.0,4.0,904.0,-7.0,11,20220803
东海期货,0.0,0.0,243.0,-4.0,278.0,67.0,-71,20220803
中信建投,1697.0,-21.0,670.0,29.0,697.0,24.0,5,20220803
中信期货,14625.0,885.0,6578.0,92.0,6295.0,-11.0,103,20220803
中投天琪,0.0,0.0,0.0,0.0,271.0,22.0,-22,20220803
中泰期货,925.0,-142.0,468.0,-60.0,365.0,-199.0,139,20220803
中金期货,0.0,0.0,541.0,-77.0,0.0,0.0,-77,20220803
中银期货,0.0,0.0,0.0,0.0,407.0,-9.0,9,20220803
五矿期货,1186.0,-253.0,559.0,-18.0,0.0,0.0,-18,20220803
光大期货,1047.0,-162.0,214.0,-12.0,803.0,221.0,-233,20220803
兴业期货,0.0,0.0,464.0,-12.0,0.0,0.0,-12,20220803
兴证期货,2303.0,-750.0,1232.0,-242.0,580.0,-232.0,-10,20220803
华泰期货,3829.0,-994.0,2215.0,-580.0,2327.0,-185.0,-395,20220803
华西期货,289.0,-165.0,0.0,0.0,0.0,0.0,0,20220803
华闻期货,4512.0,-1038.0,1595.0,-284.0,1577.0,-264.0,-20,20220803
国信期货,2520.0,-660.0,962.0,-230.0,758.0,-174.0,-56,20220803
国元期货,0.0,0.0,0.0,0.0,260.0,56.0,-56,20220803
国投安信,316.0,73.0,0.0,0.0,879.0,179.0,-179,20220803
国泰君安,11606.0,-1562.0,4640.0,-172.0,7062.0,-268.0,96,20220803
大地期货,0.0,0.0,546.0,133.0,0.0,0.0,133,20220803
宏源期货,0.0,0.0,283.0,16.0,0.0,0.0,16,20220803
广发期货,1366.0,-176.0,683.0,-117.0,1288.0,-152.0,35,20220803
建信期货,506.0,393.0,0.0,0.0,861.0,452.0,-452,20220803
徽商期货,0.0,0.0,0.0,0.0,201.0,36.0,-36,20220803
招商期货,1127.0,-251.0,278.0,-31.0,462.0,-73.0,42,20220803
方正中期,715.0,-85.0,0.0,0.0,582.0,52.0,-52,20220803
格林大华,363.0,312.0,346.0,320.0,0.0,0.0,320,20220803
永安期货,1699.0,313.0,1034.0,-502.0,239.0,-46.0,-456,20220803
海证期货,681.0,-268.0,345.0,-265.0,0.0,0.0,-265,20220803
海通期货,4379.0,-576.0,1870.0,347.0,3026.0,366.0,-19,20220803
混沌天成,0.0,0.0,298.0,-36.0,0.0,0.0,-36,20220803
瑞银期货,0.0,0.0,0.0,0.0,591.0,133.0,-133,20220803
申银万国,1395.0,-107.0,1716.0,97.0,422.0,-144.0,241,20220803
财信期货,291.0,51.0,0.0,0.0,0.0,0.0,0,20220803
金元期货,0.0,0.0,0.0,0.0,205.0,90.0,-90,20220803
银河期货,1596.0,148.0,1193.0,386.0,1134.0,56.0,330,20220803
长江期货,0.0,0.0,0.0,0.0,320.0,91.0,-91,20220803
一德期货,0.0,0.0,994.0,0.0,0.0,0.0,0,20220804
上海东证,8080.0,561.0,4042.0,581.0,3112.0,67.0,514,20220804
东兴期货,2407.0,-549.0,605.0,-234.0,663.0,-241.0,7,20220804
东海期货,0.0,0.0,0.0,0.0,418.0,140.0,-140,20220804
中信建投,1972.0,275.0,694.0,24.0,565.0,142.0,-118,20220804
中信期货,15054.0,429.0,6389.0,-189.0,7520.0,1225.0,-1414,20220804
中投天琪,577.0,461.0,0.0,0.0,630.0,225.0,-225,20220804
中泰期货,984.0,59.0,525.0,57.0,0.0,0.0,57,20220804
中金期货,0.0,0.0,516.0,-25.0,0.0,0.0,-25,20220804
五矿期货,352.0,57.0,0.0,0.0,0.0,0.0,0,20220804
先锋期货,762.0,320.0,0.0,0.0,0.0,0.0,0,20220804
光大期货,1181.0,134.0,225.0,11.0,758.0,-45.0,56,20220804
兴业期货,0.0,0.0,466.0,2.0,0.0,0.0,2,20220804
兴证期货,1977.0,-326.0,1180.0,-52.0,0.0,0.0,-52,20220804
华泰期货,2891.0,-938.0,2253.0,38.0,2552.0,225.0,-187,20220804
华西期货,1134.0,299.0,512.0,264.0,531.0,219.0,45,20220804
华闻期货,5325.0,813.0,1733.0,138.0,1778.0,201.0,-63,20220804
国信期货,2935.0,415.0,1171.0,209.0,932.0,174.0,35,20220804
国元期货,0.0,0.0,0.0,0.0,287.0,27.0,-27,20220804
国投安信,0.0,0.0,566.0,314.0,456.0,-21.0,335,20220804
国泰君安,12578.0,972.0,5371.0,731.0,7885.0,823.0,-92,20220804
国联期货,0.0,0.0,0.0,0.0,194.0,-2.0,2,20220804
大地期货,0.0,0.0,547.0,1.0,0.0,0.0,1,20220804
宏源期货,0.0,0.0,321.0,38.0,0.0,0.0,38,20220804
平安期货,924.0,256.0,522.0,246.0,0.0,0.0,246,20220804
广发期货,1933.0,567.0,1361.0,501.0,1701.0,413.0,88,20220804
建信期货,386.0,-120.0,0.0,0.0,1631.0,668.0,-668,20220804
徽商期货,0.0,0.0,0.0,0.0,195.0,-6.0,6,20220804
招商期货,0.0,0.0,0.0,0.0,429.0,-33.0,33,20220804
方正中期,1380.0,424.0,0.0,0.0,655.0,73.0,-73,20220804
格林大华,0.0,0.0,334.0,-12.0,0.0,0.0,-12,20220804
永安期货,1522.0,-363.0,1129.0,95.0,866.0,301.0,-206,20220804
海通期货,5258.0,879.0,1860.0,-10.0,2672.0,-354.0,344,20220804
混沌天成,414.0,413.0,350.0,348.0,0.0,0.0,348,20220804
瑞银期货,0.0,0.0,585.0,541.0,400.0,-191.0,732,20220804
申银万国,1215.0,451.0,1597.0,-119.0,387.0,-35.0,-84,20220804
美尔雅  ,422.0,413.0,0.0,0.0,0.0,0.0,0,20220804
金元期货,0.0,0.0,0.0,0.0,386.0,181.0,-181,20220804
银河期货,1301.0,-295.0,1359.0,166.0,1043.0,-91.0,257,20220804
长江期货,0.0,0.0,0.0,0.0,351.0,31.0,-31,20220804
一德期货,0.0,0.0,1005.0,11.0,0.0,0.0,11,20220805
上海东证,7632.0,-448.0,3543.0,-499.0,3529.0,417.0,-916,20220805
东兴期货,2232.0,-175.0,638.0,33.0,706.0,43.0,-10,20220805
东海期货,0.0,0.0,0.0,0.0,538.0,120.0,-120,20220805
中信建投,1470.0,-502.0,344.0,105.0,600.0,35.0,70,20220805
中信期货,13595.0,-1459.0,6302.0,-87.0,6552.0,-968.0,881,20220805
中投天琪,0.0,0.0,0.0,0.0,268.0,20.0,-20,20220805
中泰期货,1041.0,57.0,551.0,26.0,0.0,0.0,26,20220805
中金期货,0.0,0.0,520.0,4.0,0.0,0.0,4,20220805
乾坤期货,0.0,0.0,372.0,-28.0,0.0,0.0,-28,20220805
五矿期货,271.0,-81.0,0.0,0.0,0.0,0.0,0,20220805
光大期货,1021.0,-160.0,239.0,14.0,896.0,138.0,-124,20220805
兴业期货,0.0,0.0,447.0,-19.0,0.0,0.0,-19,20220805
兴证期货,1698.0,-279.0,1547.0,367.0,343.0,8.0,359,20220805
华泰期货,2761.0,-130.0,2197.0,-56.0,2185.0,-367.0,311,20220805
华西期货,934.0,-200.0,344.0,-168.0,427.0,-104.0,-64,20220805
华闻期货,3893.0,-1432.0,1306.0,-427.0,1316.0,-462.0,35,20220805
国信期货,2376.0,-559.0,1186.0,15.0,949.0,17.0,-2,20220805
国元期货,0.0,0.0,0.0,0.0,296.0,9.0,-9,20220805
国投安信,0.0,0.0,528.0,-38.0,493.0,37.0,-75,20220805
国泰君安,11868.0,-710.0,4367.0,-1004.0,6837.0,-1048.0,44,20220805
国联期货,0.0,0.0,0.0,0.0,207.0,13.0,-13,20220805
大地期货,0.0,0.0,549.0,2.0,0.0,0.0,2,20220805
宏源期货,0.0,0.0,345.0,24.0,0.0,0.0,24,20220805
平安期货,1098.0,174.0,525.0,3.0,388.0,35.0,-32,20220805
广发期货,2267.0,61.0,1083.0,-278.0,1680.0,-21.0,-257,20220805
建信期货,0.0,0.0,0.0,0.0,1706.0,75.0,-75,20220805
徽商期货,0.0,0.0,0.0,0.0,201.0,6.0,-6,20220805
招商期货,863.0,-111.0,0.0,0.0,501.0,72.0,-72,20220805
方正中期,1252.0,-128.0,335.0,66.0,548.0,-107.0,173,20220805
格林大华,0.0,0.0,347.0,13.0,0.0,0.0,13,20220805
永安期货,1889.0,367.0,1766.0,637.0,798.0,-68.0,705,20220805
海通期货,4519.0,-739.0,1960.0,100.0,2593.0,-79.0,179,20220805
混沌天成,0.0,0.0,400.0,50.0,0.0,0.0,50,20220805
瑞银期货,0.0,0.0,585.0,0.0,0.0,0.0,0,20220805
申银万国,1609.0,175.0,1569.0,-28.0,682.0,295.0,-323,20220805
财信期货,327.0,55.0,0.0,0.0,0.0,0.0,0,20220805
金元期货,0.0,0.0,0.0,0.0,385.0,-1.0,1,20220805
银河期货,973.0,-328.0,844.0,28.0,1218.0,175.0,-147,20220805
长江期货,0.0,0.0,0.0,0.0,358.0,7.0,-7,20220805
一德期货,0.0,0.0,1011.0,6.0,0.0,0.0,6,20220808
上海东证,5496.0,-2136.0,3666.0,123.0,3234.0,-295.0,418,20220808
