,volume,volchange,buyvol,buyvolchange,sellvol,sellvolchange,net_vol_diff,datetime
一德期货,1244.0,71.0,10270.0,-220.0,0.0,0.0,-220,20210104
上海东证,11453.0,1641.0,6165.0,-174.0,20206.0,-173.0,-1,20210104
上海中期,198.0,-62.0,0.0,0.0,0.0,0.0,0,20210104
东兴期货,6661.0,-748.0,2287.0,-74.0,1737.0,-32.0,-42,20210104
东航期货,0.0,0.0,0.0,0.0,1060.0,-3.0,3,20210104
中信建投,2789.0,-521.0,1530.0,-235.0,5910.0,-266.0,31,20210104
中信期货,17629.0,-1963.0,14846.0,-922.0,26386.0,-1033.0,111,20210104
中国国际,323.0,304.0,0.0,0.0,0.0,0.0,0,20210104
中投天琪,0.0,0.0,0.0,0.0,401.0,-11.0,11,20210104
中粮期货,0.0,0.0,0.0,0.0,2801.0,55.0,-55,20210104
中融汇信,0.0,0.0,0.0,0.0,336.0,-1.0,1,20210104
中金期货,240.0,190.0,2651.0,0.0,9153.0,302.0,-302,20210104
乾坤期货,0.0,0.0,2188.0,0.0,0.0,0.0,0,20210104
五矿经易,7669.0,-1041.0,3274.0,-139.0,1703.0,-35.0,-104,20210104
光大期货,3765.0,-482.0,3404.0,9.0,3986.0,-264.0,273,20210104
兴业期货,0.0,0.0,0.0,0.0,2476.0,39.0,-39,20210104
兴证期货,8217.0,-1157.0,3307.0,-403.0,4196.0,-378.0,-25,20210104
华泰期货,8196.0,-1535.0,6777.0,72.0,14601.0,328.0,-256,20210104
华西期货,1502.0,28.0,0.0,0.0,0.0,0.0,0,20210104
华闻期货,10387.0,16.0,1961.0,-392.0,1731.0,-315.0,-77,20210104
南华期货,1346.0,-66.0,1176.0,235.0,253.0,63.0,172,20210104
国信期货,3653.0,-353.0,1444.0,-46.0,1631.0,-22.0,-24,20210104
国元期货,0.0,0.0,0.0,0.0,246.0,1.0,-1,20210104
国富期货,962.0,113.0,0.0,0.0,0.0,0.0,0,20210104
国投安信,3760.0,-446.0,3404.0,-35.0,4853.0,-204.0,169,20210104
国泰君安,17676.0,-3524.0,18607.0,-306.0,15271.0,-100.0,-206,20210104
大地期货,900.0,353.0,2146.0,-32.0,0.0,0.0,-32,20210104
大越期货,0.0,0.0,856.0,12.0,0.0,0.0,12,20210104
天风期货,0.0,0.0,475.0,-1.0,0.0,0.0,-1,20210104
平安期货,0.0,0.0,0.0,0.0,3044.0,-11.0,11,20210104
广发期货,2918.0,-514.0,6236.0,162.0,4052.0,-290.0,452,20210104
建信期货,0.0,0.0,0.0,0.0,4082.0,-148.0,148,20210104
招商期货,2754.0,-486.0,1659.0,48.0,4356.0,-134.0,182,20210104
摩根大通,0.0,0.0,4090.0,-26.0,0.0,0.0,-26,20210104
方正中期,3662.0,-783.0,0.0,0.0,0.0,0.0,0,20210104
格林大华,0.0,0.0,447.0,4.0,0.0,0.0,4,20210104
永安期货,2596.0,-1533.0,3265.0,-39.0,4128.0,17.0,-56,20210104
浙商期货,1044.0,-50.0,2132.0,-37.0,0.0,0.0,-37,20210104
海证期货,2475.0,-516.0,0.0,0.0,0.0,0.0,0,20210104
海通期货,13297.0,-1455.0,10091.0,-39.0,8355.0,22.0,-61,20210104
混沌天成,0.0,0.0,1764.0,41.0,0.0,0.0,41,20210104
瑞达期货,0.0,0.0,543.0,27.0,0.0,0.0,27,20210104
瑞银期货,0.0,0.0,1855.0,-423.0,704.0,98.0,-521,20210104
申银万国,4651.0,74.0,5891.0,756.0,3077.0,-144.0,900,20210104
西部期货,152.0,-29.0,0.0,0.0,0.0,0.0,0,20210104
银河期货,8360.0,-215.0,6758.0,-809.0,5887.0,-733.0,-76,20210104
鲁证期货,169.0,-94.0,870.0,-21.0,0.0,0.0,-21,20210104
一德期货,1670.0,426.0,9322.0,-948.0,0.0,0.0,-948,20210105
上海东方,170.0,133.0,0.0,0.0,0.0,0.0,0,20210105
上海东证,9638.0,-1815.0,6298.0,133.0,20215.0,9.0,124,20210105
上海中期,207.0,9.0,0.0,0.0,0.0,0.0,0,20210105
东兴期货,7170.0,509.0,3155.0,543.0,2307.0,519.0,24,20210105
东航期货,0.0,0.0,0.0,0.0,1057.0,-3.0,3,20210105
中信建投,2840.0,51.0,1216.0,51.0,5919.0,9.0,42,20210105
中信期货,17951.0,322.0,15359.0,513.0,26590.0,204.0,309,20210105
中投天琪,207.0,159.0,0.0,0.0,415.0,14.0,-14,20210105
中粮期货,0.0,0.0,0.0,0.0,2708.0,-93.0,93,20210105
中融汇信,0.0,0.0,0.0,0.0,335.0,-1.0,1,20210105
中金期货,0.0,0.0,2651.0,0.0,8938.0,-215.0,215,20210105
乾坤期货,0.0,0.0,2188.0,0.0,0.0,0.0,0,20210105
五矿经易,8755.0,1086.0,3977.0,703.0,1892.0,189.0,514,20210105
光大期货,4505.0,-87.0,2960.0,-444.0,3935.0,-51.0,-393,20210105
兴业期货,0.0,0.0,0.0,0.0,2472.0,-4.0,4,20210105
兴证期货,9297.0,1080.0,3858.0,551.0,4635.0,439.0,112,20210105
华泰期货,8137.0,-59.0,6889.0,112.0,14832.0,231.0,-119,20210105
华西期货,1357.0,-145.0,0.0,0.0,0.0,0.0,0,20210105
华闻期货,9792.0,-595.0,1757.0,-204.0,2792.0,305.0,-509,20210105
南华期货,828.0,-315.0,0.0,0.0,0.0,0.0,0,20210105
国信期货,3855.0,202.0,1265.0,-179.0,490.0,1.0,-180,20210105
国元期货,0.0,0.0,0.0,0.0,243.0,-3.0,3,20210105
国投安信,3652.0,-249.0,3400.0,-4.0,4713.0,-140.0,136,20210105
国泰君安,20547.0,2871.0,18659.0,52.0,15290.0,19.0,33,20210105
大地期货,0.0,0.0,1948.0,-198.0,0.0,0.0,-198,20210105
大越期货,0.0,0.0,861.0,5.0,0.0,0.0,5,20210105
天风期货,0.0,0.0,476.0,1.0,0.0,0.0,1,20210105
宏源期货,0.0,0.0,1178.0,188.0,0.0,0.0,188,20210105
平安期货,0.0,0.0,0.0,0.0,3085.0,41.0,-41,20210105
广发期货,3311.0,393.0,6260.0,24.0,3121.0,-66.0,90,20210105
建信期货,0.0,0.0,0.0,0.0,3950.0,-132.0,132,20210105
招商期货,5566.0,2113.0,1804.0,145.0,4494.0,138.0,7,20210105
摩根大通,0.0,0.0,4090.0,0.0,0.0,0.0,0,20210105
方正中期,4033.0,371.0,0.0,0.0,1151.0,177.0,-177,20210105
格林大华,0.0,0.0,452.0,5.0,0.0,0.0,5,20210105
永安期货,3012.0,273.0,3366.0,101.0,4308.0,180.0,-79,20210105
浙商期货,1062.0,18.0,2138.0,6.0,0.0,0.0,6,20210105
海通期货,14625.0,1328.0,10813.0,722.0,8276.0,-79.0,801,20210105
混沌天成,2502.0,1654.0,0.0,0.0,0.0,0.0,0,20210105
瑞达期货,0.0,0.0,504.0,-39.0,0.0,0.0,-39,20210105
瑞银期货,0.0,0.0,1855.0,0.0,704.0,0.0,0,20210105
申银万国,5170.0,519.0,5985.0,94.0,2888.0,-189.0,283,20210105
银河期货,8416.0,56.0,7141.0,383.0,6548.0,661.0,-278,20210105
鲁证期货,0.0,0.0,2137.0,247.0,0.0,0.0,247,20210105
一德期货,2573.0,903.0,9289.0,-33.0,0.0,0.0,-33,20210106
上海东证,10410.0,772.0,6289.0,-9.0,20178.0,-37.0,28,20210106
上海中期,265.0,58.0,0.0,0.0,0.0,0.0,0,20210106
东兴期货,8218.0,1048.0,2155.0,-249.0,1685.0,-140.0,-109,20210106
东海期货,0.0,0.0,1315.0,351.0,0.0,0.0,351,20210106
东航期货,351.0,253.0,0.0,0.0,1050.0,-7.0,7,20210106
中信建投,4246.0,694.0,1255.0,39.0,6063.0,144.0,-105,20210106
中信期货,20562.0,2611.0,16085.0,726.0,27014.0,424.0,302,20210106
中投天琪,0.0,0.0,0.0,0.0,420.0,5.0,-5,20210106
中粮期货,0.0,0.0,0.0,0.0,2919.0,211.0,-211,20210106
中融汇信,0.0,0.0,0.0,0.0,334.0,-1.0,1,20210106
中金期货,0.0,0.0,2577.0,-74.0,9122.0,184.0,-258,20210106
乾坤期货,0.0,0.0,2188.0,0.0,0.0,0.0,0,20210106
五矿经易,9406.0,651.0,3930.0,-388.0,2175.0,98.0,-486,20210106
光大期货,5423.0,918.0,3656.0,696.0,4035.0,100.0,596,20210106
兴业期货,0.0,0.0,0.0,0.0,2271.0,31.0,-31,20210106
兴证期货,9270.0,256.0,3622.0,-236.0,4169.0,-466.0,230,20210106
华泰期货,9183.0,1046.0,7207.0,318.0,15475.0,643.0,-325,20210106
华西期货,1582.0,225.0,0.0,0.0,0.0,0.0,0,20210106
华闻期货,10937.0,1145.0,2438.0,443.0,2227.0,430.0,13,20210106
南华期货,1055.0,227.0,0.0,0.0,0.0,0.0,0,20210106
国信期货,4793.0,840.0,0.0,0.0,541.0,51.0,-51,20210106
国投安信,2989.0,286.0,3124.0,115.0,4776.0,63.0,52,20210106
国泰君安,21160.0,613.0,18989.0,330.0,15402.0,112.0,218,20210106
大地期货,0.0,0.0,2096.0,148.0,0.0,0.0,148,20210106
大越期货,0.0,0.0,862.0,1.0,0.0,0.0,1,20210106
天风期货,0.0,0.0,475.0,-1.0,0.0,0.0,-1,20210106
平安期货,0.0,0.0,0.0,0.0,3015.0,-70.0,70,20210106
广发期货,4336.0,553.0,6056.0,-204.0,3858.0,-210.0,6,20210106
建信期货,0.0,0.0,0.0,0.0,3950.0,0.0,0,20210106
招商期货,5465.0,-101.0,2138.0,334.0,4501.0,-106.0,440,20210106
摩根大通,0.0,0.0,4089.0,-1.0,0.0,0.0,-1,20210106
方正中期,4297.0,264.0,1279.0,125.0,1237.0,86.0,39,20210106
格林大华,0.0,0.0,423.0,-29.0,0.0,0.0,-29,20210106
永安期货,3447.0,689.0,3653.0,287.0,4446.0,138.0,149,20210106
浙商期货,232.0,-13.0,2174.0,36.0,0.0,0.0,36,20210106
海证期货,3578.0,1465.0,1264.0,246.0,0.0,0.0,246,20210106
海通期货,14032.0,-593.0,10429.0,-384.0,7866.0,-410.0,26,20210106
瑞达期货,0.0,0.0,522.0,18.0,0.0,0.0,18,20210106
瑞银期货,0.0,0.0,1855.0,0.0,704.0,0.0,0,20210106
申银万国,5901.0,589.0,6022.0,37.0,2877.0,-11.0,48,20210106
西部期货,241.0,98.0,0.0,0.0,0.0,0.0,0,20210106
银河期货,9634.0,1218.0,6923.0,-218.0,6604.0,56.0,-274,20210106
鲁证期货,213.0,133.0,978.0,119.0,0.0,0.0,119,20210106
一德期货,1270.0,-1303.0,9299.0,10.0,0.0,0.0,10,20210107
上海东证,10681.0,271.0,6331.0,42.0,19709.0,-469.0,511,20210107
东兴期货,8410.0,192.0,2858.0,390.0,2114.0,390.0,0,20210107
东航期货,388.0,37.0,0.0,0.0,1027.0,-23.0,23,20210107
中信建投,4690.0,444.0,1283.0,28.0,5868.0,-195.0,223,20210107
中信期货,20097.0,-465.0,16805.0,720.0,27451.0,437.0,283,20210107
中投天琪,0.0,0.0,0.0,0.0,441.0,21.0,-21,20210107
中粮期货,0.0,0.0,0.0,0.0,2708.0,-211.0,211,20210107
中融汇信,0.0,0.0,0.0,0.0,325.0,-9.0,9,20210107
中金期货,0.0,0.0,1331.0,16.0,9204.0,82.0,-66,20210107
中银期货,0.0,0.0,0.0,0.0,1203.0,83.0,-83,20210107
乾坤期货,0.0,0.0,2188.0,0.0,0.0,0.0,0,20210107
五矿经易,8908.0,-498.0,4077.0,594.0,1870.0,-37.0,631,20210107
光大期货,5277.0,-146.0,3262.0,-394.0,3910.0,-125.0,-269,20210107
兴业期货,0.0,0.0,0.0,0.0,2265.0,-6.0,6,20210107
兴证期货,10019.0,749.0,3620.0,-2.0,5072.0,903.0,-905,20210107
华泰期货,9524.0,341.0,7407.0,200.0,15673.0,198.0,2,20210107
华西期货,1903.0,321.0,0.0,0.0,0.0,0.0,0,20210107
华闻期货,12240.0,1303.0,2695.0,663.0,2488.0,588.0,75,20210107
南华期货,1039.0,-16.0,0.0,0.0,247.0,26.0,-26,20210107
国信期货,4251.0,-542.0,1337.0,150.0,488.0,-53.0,203,20210107
国元期货,0.0,0.0,0.0,0.0,242.0,8.0,-8,20210107
国投安信,5247.0,1290.0,3445.0,-73.0,4718.0,-58.0,-15,20210107
国泰君安,23626.0,2466.0,19632.0,643.0,15999.0,597.0,46,20210107
大地期货,0.0,0.0,2264.0,168.0,0.0,0.0,168,20210107
大越期货,0.0,0.0,858.0,-4.0,0.0,0.0,-4,20210107
天风期货,0.0,0.0,1689.0,35.0,0.0,0.0,35,20210107
宏源期货,0.0,0.0,1290.0,207.0,0.0,0.0,207,20210107
平安期货,0.0,0.0,0.0,0.0,3010.0,-5.0,5,20210107
广发期货,4010.0,439.0,6391.0,335.0,4465.0,607.0,-272,20210107
建信期货,0.0,0.0,0.0,0.0,3970.0,20.0,-20,20210107
招商期货,3834.0,-530.0,1972.0,-166.0,4146.0,-76.0,-90,20210107
摩根大通,0.0,0.0,4136.0,47.0,0.0,0.0,47,20210107
方正中期,4489.0,192.0,0.0,0.0,0.0,0.0,0,20210107
格林大华,0.0,0.0,436.0,13.0,0.0,0.0,13,20210107
永安期货,5513.0,2066.0,3895.0,242.0,4518.0,72.0,170,20210107
浙商期货,1108.0,176.0,2123.0,-51.0,0.0,0.0,-51,20210107
海证期货,3506.0,-72.0,0.0,0.0,0.0,0.0,0,20210107
海通期货,14427.0,395.0,10867.0,438.0,8299.0,433.0,5,20210107
瑞达期货,0.0,0.0,532.0,10.0,0.0,0.0,10,20210107
瑞银期货,0.0,0.0,1489.0,-366.0,704.0,0.0,-366,20210107
申银万国,5770.0,222.0,6296.0,274.0,2921.0,44.0,230,20210107
西部期货,233.0,-8.0,0.0,0.0,0.0,0.0,0,20210107
银河期货,9131.0,-503.0,6964.0,41.0,6642.0,38.0,3,20210107
鲁证期货,279.0,66.0,2286.0,153.0,0.0,0.0,153,20210107
一德期货,2135.0,865.0,11347.0,2048.0,0.0,0.0,2048,20210108
上海东证,11102.0,421.0,6305.0,-26.0,20056.0,347.0,-373,20210108
上海中期,278.0,74.0,0.0,0.0,0.0,0.0,0,20210108
东兴期货,10422.0,2012.0,3244.0,386.0,2344.0,457.0,-71,20210108
东海期货,0.0,0.0,1410.0,320.0,0.0,0.0,320,20210108
东航期货,0.0,0.0,0.0,0.0,1028.0,1.0,-1,20210108
中信建投,4998.0,308.0,0.0,0.0,5438.0,-430.0,430,20210108
中信期货,21894.0,1797.0,17037.0,232.0,27107.0,-344.0,576,20210108
中投天琪,0.0,0.0,0.0,0.0,421.0,-20.0,20,20210108
中粮期货,0.0,0.0,0.0,0.0,2826.0,118.0,-118,20210108
中融汇信,0.0,0.0,0.0,0.0,316.0,-9.0,9,20210108
中金期货,0.0,0.0,1331.0,0.0,10162.0,958.0,-958,20210108
中银期货,0.0,0.0,0.0,0.0,1364.0,161.0,-161,20210108
乾坤期货,0.0,0.0,2188.0,0.0,0.0,0.0,0,20210108
五矿经易,9466.0,558.0,4180.0,103.0,1882.0,12.0,91,20210108
光大期货,5501.0,224.0,3713.0,451.0,3566.0,-344.0,795,20210108
兴业期货,0.0,0.0,0.0,0.0,2391.0,126.0,-126,20210108
兴证期货,9677.0,-342.0,3523.0,-97.0,4750.0,-322.0,225,20210108
华泰期货,9705.0,181.0,6426.0,-981.0,14681.0,-992.0,11,20210108
华西期货,1712.0,-191.0,0.0,0.0,0.0,0.0,0,20210108
华闻期货,12954.0,714.0,2959.0,-653.0,2140.0,-548.0,-105,20210108
南华期货,308.0,125.0,0.0,0.0,255.0,8.0,-8,20210108
国信期货,4470.0,219.0,1342.0,5.0,497.0,9.0,-4,20210108
国富期货,2936.0,491.0,0.0,0.0,0.0,0.0,0,20210108
国投安信,4417.0,-830.0,3301.0,-144.0,4395.0,-323.0,179,20210108
国泰君安,26043.0,2417.0,19864.0,232.0,16288.0,289.0,-57,20210108
大地期货,0.0,0.0,2736.0,472.0,0.0,0.0,472,20210108
大越期货,0.0,0.0,890.0,32.0,0.0,0.0,32,20210108
天风期货,0.0,0.0,1716.0,27.0,0.0,0.0,27,20210108
平安期货,0.0,0.0,0.0,0.0,3063.0,53.0,-53,20210108
广发期货,5177.0,447.0,6161.0,-230.0,4459.0,-6.0,-224,20210108
建信期货,0.0,0.0,0.0,0.0,3867.0,-103.0,103,20210108
招商期货,5160.0,603.0,1778.0,-194.0,4113.0,-122.0,-72,20210108
摩根大通,0.0,0.0,4026.0,-110.0,0.0,0.0,-110,20210108
方正中期,4762.0,273.0,1113.0,-57.0,0.0,0.0,-57,20210108
格林大华,0.0,0.0,436.0,0.0,0.0,0.0,0,20210108
永安期货,4936.0,-577.0,3856.0,-39.0,4338.0,-180.0,141,20210108
浙商期货,0.0,0.0,3539.0,266.0,0.0,0.0,266,20210108
海通期货,17016.0,2589.0,8993.0,-1874.0,8421.0,122.0,-1996,20210108
瑞达期货,0.0,0.0,530.0,-2.0,0.0,0.0,-2,20210108
瑞银期货,0.0,0.0,0.0,0.0,704.0,0.0,0,20210108
申银万国,5859.0,89.0,6236.0,-60.0,2821.0,-100.0,40,20210108
西部期货,210.0,-23.0,0.0,0.0,0.0,0.0,0,20210108
银河期货,8778.0,-353.0,6934.0,-30.0,6398.0,-244.0,214,20210108
鲁证期货,280.0,1.0,836.0,-37.0,0.0,0.0,-37,20210108
一德期货,2749.0,614.0,11072.0,-679.0,0.0,0.0,-679,20210111
上海东证,12957.0,286.0,6740.0,-85.0,20783.0,-214.0,129,20210111
上海中期,1767.0,233.0,0.0,0.0,0.0,0.0,0,20210111
东兴期货,12677.0,1735.0,4665.0,679.0,2611.0,267.0,412,20210111
东海期货,3149.0,1209.0,1342.0,-68.0,1329.0,525.0,-593,20210111
东航期货,0.0,0.0,0.0,0.0,1054.0,26.0,-26,20210111
中信建投,4392.0,389.0,187.0,12.0,5996.0,232.0,-220,20210111
中信期货,23021.0,388.0,17374.0,-212.0,27129.0,-515.0,303,20210111
中投天琪,0.0,0.0,0.0,0.0,396.0,-25.0,25,20210111
中粮期货,0.0,0.0,0.0,0.0,2771.0,-280.0,280,20210111
中融汇信,0.0,0.0,0.0,0.0,316.0,0.0,0,20210111
中金期货,0.0,0.0,1331.0,0.0,10593.0,-107.0,107,20210111
乾坤期货,0.0,0.0,2149.0,-39.0,0.0,0.0,-39,20210111
五矿经易,9833.0,367.0,4298.0,79.0,1981.0,99.0,-20,20210111
光大期货,6283.0,654.0,4568.0,497.0,3989.0,195.0,302,20210111
兴业期货,0.0,0.0,0.0,0.0,2305.0,-86.0,86,20210111
兴证期货,11500.0,1358.0,3814.0,291.0,5020.0,49.0,242,20210111
华泰期货,11596.0,1503.0,6607.0,-161.0,15166.0,-239.0,78,20210111
华西期货,2694.0,420.0,196.0,44.0,788.0,118.0,-74,20210111
华闻期货,13368.0,16.0,2763.0,664.0,2656.0,698.0,-34,20210111
南华期货,1370.0,39.0,1071.0,115.0,255.0,0.0,115,20210111
国信期货,5190.0,810.0,1521.0,-40.0,857.0,281.0,-321,20210111
国投安信,5399.0,565.0,3984.0,278.0,5032.0,321.0,-43,20210111
国泰君安,28526.0,1490.0,22022.0,1169.0,17602.0,581.0,588,20210111
大地期货,0.0,0.0,3028.0,-79.0,0.0,0.0,-79,20210111
大越期货,0.0,0.0,880.0,-10.0,0.0,0.0,-10,20210111
天风期货,0.0,0.0,1764.0,48.0,0.0,0.0,48,20210111
宝城期货,360.0,152.0,0.0,0.0,0.0,0.0,0,20210111
平安期货,0.0,0.0,0.0,0.0,4150.0,153.0,-153,20210111
广发期货,4929.0,-8.0,6371.0,-161.0,4314.0,-329.0,168,20210111
建信期货,0.0,0.0,0.0,0.0,2684.0,-36.0,36,20210111
招商期货,6172.0,733.0,1632.0,239.0,4186.0,337.0,-98,20210111
摩根大通,0.0,0.0,3807.0,-219.0,0.0,0.0,-219,20210111
方正中期,1049.0,-38.0,0.0,0.0,141.0,32.0,-32,20210111
格林大华,253.0,57.0,496.0,60.0,0.0,0.0,60,20210111
永安期货,6442.0,1349.0,3710.0,-361.0,4542.0,73.0,-434,20210111
浙商期货,916.0,486.0,2697.0,367.0,131.0,58.0,309,20210111
海证期货,3150.0,536.0,1084.0,262.0,0.0,0.0,262,20210111
海通期货,18171.0,327.0,10137.0,493.0,8535.0,-236.0,729,20210111
瑞达期货,0.0,0.0,514.0,-16.0,0.0,0.0,-16,20210111
瑞银期货,0.0,0.0,0.0,0.0,704.0,0.0,0,20210111
申银万国,5300.0,477.0,6175.0,-61.0,2889.0,-148.0,87,20210111
西部期货,262.0,52.0,0.0,0.0,143.0,59.0,-59,20210111
银河期货,9592.0,468.0,7490.0,94.0,6541.0,143.0,-49,20210111
鲁证期货,0.0,0.0,1148.0,116.0,0.0,0.0,116,20210111
一德期货,2550.0,-199.0,9648.0,-1424.0,0.0,0.0,-1424,20210112
上海东证,12906.0,-51.0,6755.0,15.0,20452.0,-331.0,346,20210112
上海中期,1112.0,558.0,468.0,335.0,0.0,0.0,335,20210112
东兴期货,11924.0,-753.0,4029.0,369.0,3007.0,295.0,74,20210112
东吴期货,301.0,149.0,0.0,0.0,0.0,0.0,0,20210112
东海期货,0.0,0.0,1172.0,-170.0,903.0,-242.0,72,20210112
中信建投,4069.0,-323.0,0.0,0.0,5712.0,-284.0,284,20210112
中信期货,26616.0,3595.0,13880.0,-3494.0,27095.0,-34.0,-3460,20210112
中投天琪,0.0,0.0,0.0,0.0,439.0,43.0,-43,20210112
中粮期货,0.0,0.0,0.0,0.0,2607.0,-164.0,164,20210112
中融汇信,0.0,0.0,0.0,0.0,316.0,0.0,0,20210112
中金期货,0.0,0.0,1331.0,0.0,10647.0,54.0,-54,20210112
乾坤期货,0.0,0.0,2109.0,-40.0,0.0,0.0,-40,20210112
五矿经易,10117.0,284.0,3715.0,-714.0,2131.0,32.0,-746,20210112
光大期货,6524.0,532.0,4753.0,185.0,3908.0,-81.0,266,20210112
兴业期货,0.0,0.0,0.0,0.0,2233.0,-72.0,72,20210112
兴证期货,10990.0,-269.0,3581.0,-233.0,4329.0,-691.0,458,20210112
华泰期货,10223.0,-1373.0,7312.0,705.0,15546.0,380.0,325,20210112
华西期货,2907.0,213.0,298.0,102.0,956.0,168.0,-66,20210112
华闻期货,14528.0,1160.0,3561.0,-76.0,3686.0,-68.0,-8,20210112
南华期货,1969.0,699.0,1404.0,269.0,567.0,234.0,35,20210112
国信期货,4970.0,-220.0,605.0,327.0,874.0,17.0,310,20210112
国投安信,4966.0,-123.0,3527.0,-15.0,4861.0,-171.0,156,20210112
国泰君安,30496.0,1970.0,20187.0,-1835.0,17107.0,-495.0,-1340,20210112
大地期货,0.0,0.0,2352.0,-676.0,0.0,0.0,-676,20210112
大越期货,311.0,252.0,1179.0,299.0,0.0,0.0,299,20210112
天风期货,0.0,0.0,2286.0,522.0,0.0,0.0,522,20210112
宏源期货,0.0,0.0,1244.0,227.0,0.0,0.0,227,20210112
平安期货,1282.0,420.0,0.0,0.0,4228.0,78.0,-78,20210112
广发期货,7032.0,1715.0,5598.0,-773.0,3878.0,-8.0,-765,20210112
建信期货,0.0,0.0,0.0,0.0,2993.0,216.0,-216,20210112
招商期货,5927.0,-245.0,1751.0,5.0,4414.0,228.0,-223,20210112
摩根大通,0.0,0.0,3877.0,70.0,0.0,0.0,70,20210112
方正中期,3424.0,319.0,1126.0,85.0,0.0,0.0,85,20210112
格林大华,457.0,204.0,0.0,0.0,0.0,0.0,0,20210112
永安期货,3098.0,-2819.0,3342.0,-180.0,4755.0,213.0,-393,20210112
浙商期货,0.0,0.0,2846.0,149.0,0.0,0.0,149,20210112
海证期货,2787.0,-363.0,0.0,0.0,0.0,0.0,0,20210112
海通期货,19498.0,1327.0,12130.0,1993.0,7966.0,-569.0,2562,20210112
混沌天成,1277.0,1261.0,272.0,253.0,0.0,0.0,253,20210112
瑞达期货,0.0,0.0,506.0,-8.0,0.0,0.0,-8,20210112
瑞银期货,0.0,0.0,0.0,0.0,704.0,0.0,0,20210112
申银万国,7754.0,1518.0,5802.0,-491.0,3229.0,462.0,-953,20210112
西部期货,467.0,200.0,0.0,0.0,0.0,0.0,0,20210112
银河期货,9588.0,-4.0,7663.0,173.0,6218.0,-323.0,496,20210112
鲁证期货,298.0,80.0,1340.0,192.0,0.0,0.0,192,20210112
一德期货,3043.0,493.0,10955.0,1307.0,0.0,0.0,1307,20210113
上海东证,13881.0,975.0,7076.0,321.0,20434.0,-18.0,339,20210113
上海中期,1197.0,85.0,0.0,0.0,0.0,0.0,0,20210113
东兴期货,11782.0,-142.0,3193.0,-134.0,2372.0,-87.0,-47,20210113
东海期货,1178.0,1011.0,553.0,458.0,747.0,514.0,-56,20210113
东航期货,0.0,0.0,0.0,0.0,1028.0,16.0,-16,20210113
中信建投,7232.0,2157.0,1426.0,386.0,6010.0,298.0,88,20210113
中信期货,25152.0,-1464.0,13924.0,44.0,27169.0,74.0,-30,20210113
中投天琪,0.0,0.0,0.0,0.0,438.0,-1.0,1,20210113
中粮期货,0.0,0.0,0.0,0.0,3292.0,408.0,-408,20210113
中融汇信,0.0,0.0,0.0,0.0,316.0,0.0,0,20210113
中金期货,0.0,0.0,1331.0,0.0,10315.0,-332.0,332,20210113
乾坤期货,0.0,0.0,2109.0,0.0,0.0,0.0,0,20210113
五矿经易,9477.0,-640.0,3113.0,-128.0,1717.0,-120.0,-8,20210113
光大期货,5839.0,-1078.0,4428.0,-325.0,4387.0,479.0,-804,20210113
兴业期货,0.0,0.0,0.0,0.0,2623.0,308.0,-308,20210113
兴证期货,12048.0,846.0,5101.0,1008.0,3794.0,407.0,601,20210113
华泰期货,11597.0,1374.0,7103.0,-209.0,15158.0,-388.0,179,20210113
华西期货,2700.0,-207.0,0.0,0.0,871.0,-85.0,85,20210113
华闻期货,14433.0,-95.0,3908.0,347.0,4110.0,424.0,-77,20210113
南华期货,1457.0,548.0,1540.0,113.0,1282.0,185.0,-72,20210113
国信期货,1918.0,138.0,581.0,-24.0,909.0,35.0,-59,20210113
国投安信,4369.0,-164.0,3625.0,98.0,5034.0,173.0,-75,20210113
国泰君安,28905.0,-1591.0,19906.0,-281.0,16227.0,-880.0,599,20210113
大地期货,0.0,0.0,2644.0,292.0,0.0,0.0,292,20210113
大越期货,0.0,0.0,1181.0,2.0,0.0,0.0,2,20210113
天风期货,0.0,0.0,2245.0,-41.0,0.0,0.0,-41,20210113
宏源期货,0.0,0.0,1029.0,-215.0,0.0,0.0,-215,20210113
平安期货,0.0,0.0,0.0,0.0,3114.0,-34.0,34,20210113
广发期货,6610.0,-1.0,5635.0,37.0,4821.0,943.0,-906,20210113
建信期货,0.0,0.0,0.0,0.0,2682.0,-18.0,18,20210113
招商期货,6593.0,666.0,1458.0,129.0,3752.0,-242.0,371,20210113
摩根大通,0.0,0.0,3877.0,0.0,0.0,0.0,0,20210113
方正中期,5109.0,556.0,0.0,0.0,0.0,0.0,0,20210113
永安期货,4629.0,1166.0,4142.0,540.0,5045.0,290.0,250,20210113
浙商期货,527.0,261.0,3220.0,374.0,0.0,0.0,374,20210113
海证期货,2745.0,-42.0,1052.0,627.0,944.0,702.0,-75,20210113
海通期货,20057.0,559.0,12446.0,316.0,8233.0,267.0,49,20210113
混沌天成,1238.0,-39.0,0.0,0.0,0.0,0.0,0,20210113
瑞达期货,0.0,0.0,517.0,11.0,0.0,0.0,11,20210113
瑞银期货,0.0,0.0,0.0,0.0,704.0,0.0,0,20210113
申银万国,5809.0,272.0,5875.0,73.0,3528.0,299.0,-226,20210113
西部期货,269.0,53.0,0.0,0.0,0.0,0.0,0,20210113
银河期货,10019.0,431.0,7202.0,-461.0,6575.0,164.0,-625,20210113
鲁证期货,4240.0,364.0,1564.0,224.0,0.0,0.0,224,20210113
