,volume,volchange,buyvol,buyvolchange,sellvol,sellvolchange,net_vol_diff,datetime
宝城期货,163.0,-82.0,0.0,0.0,0.0,0.0,0,20210922
平安期货,0.0,0.0,0.0,0.0,1434.0,41.0,-41,20210922
广发期货,2485.0,367.0,4786.0,35.0,2674.0,-175.0,210,20210922
建信期货,0.0,0.0,0.0,0.0,2221.0,-117.0,117,20210922
招商期货,4308.0,-555.0,1139.0,-437.0,3508.0,-158.0,-279,20210922
摩根大通,0.0,0.0,591.0,-45.0,1809.0,0.0,-45,20210922
方正中期,3502.0,-256.0,1281.0,98.0,1345.0,22.0,76,20210922
永安期货,2304.0,-137.0,4694.0,41.0,3913.0,232.0,-191,20210922
浙商期货,451.0,306.0,1139.0,-93.0,695.0,-391.0,298,20210922
海证期货,2394.0,844.0,0.0,0.0,0.0,0.0,0,20210922
海通期货,13142.0,-833.0,15398.0,-36.0,7586.0,-160.0,124,20210922
瑞达期货,0.0,0.0,1136.0,-23.0,0.0,0.0,-23,20210922
瑞银期货,0.0,0.0,5657.0,-18.0,0.0,0.0,-18,20210922
申银万国,3654.0,103.0,5116.0,297.0,3964.0,181.0,116,20210922
西部期货,139.0,-6.0,0.0,0.0,0.0,0.0,0,20210922
银河期货,7238.0,-374.0,6443.0,-131.0,6707.0,-251.0,120,20210922
鲁证期货,994.0,-401.0,1853.0,-267.0,0.0,0.0,-267,20210922
上海东证,8740.0,-582.0,4892.0,326.0,18553.0,786.0,-460,20210923
上海中期,0.0,0.0,0.0,0.0,683.0,0.0,0,20210923
东兴期货,3226.0,-559.0,1336.0,94.0,1443.0,64.0,30,20210923
中信建投,922.0,-90.0,3038.0,146.0,4903.0,-147.0,293,20210923
中信期货,14407.0,-5777.0,15135.0,-158.0,26961.0,3.0,-161,20210923
中粮期货,0.0,0.0,0.0,0.0,3096.0,-7.0,7,20210923
中金期货,0.0,0.0,5375.0,81.0,7123.0,12.0,69,20210923
中银期货,213.0,212.0,4193.0,-251.0,0.0,0.0,-251,20210923
乾坤期货,0.0,0.0,3507.0,-35.0,0.0,0.0,-35,20210923
云晨期货,95.0,-19.0,0.0,0.0,0.0,0.0,0,20210923
五矿期货,4379.0,-812.0,1417.0,-161.0,0.0,0.0,-161,20210923
光大期货,3493.0,-476.0,3253.0,98.0,5620.0,-493.0,591,20210923
兴业期货,0.0,0.0,328.0,0.0,4907.0,156.0,-156,20210923
兴证期货,3488.0,57.0,1746.0,-156.0,3110.0,-245.0,89,20210923
华泰期货,6702.0,-2370.0,7691.0,-598.0,10578.0,163.0,-761,20210923
华联期货,89.0,-47.0,0.0,0.0,0.0,0.0,0,20210923
华西期货,156.0,-373.0,233.0,-12.0,0.0,0.0,-12,20210923
华闻期货,7796.0,-1671.0,1892.0,0.0,2435.0,-151.0,151,20210923
南华期货,579.0,-379.0,1296.0,-119.0,0.0,0.0,-119,20210923
国信期货,5561.0,-441.0,1515.0,174.0,2577.0,122.0,52,20210923
国富期货,2100.0,288.0,0.0,0.0,0.0,0.0,0,20210923
国投安信,89.0,-155.0,1558.0,-18.0,3571.0,15.0,-33,20210923
国泰君安,19730.0,-2816.0,24118.0,-1062.0,18265.0,-528.0,-534,20210923
天风期货,0.0,0.0,0.0,0.0,1001.0,0.0,0,20210923
宏源期货,420.0,-14.0,0.0,0.0,0.0,0.0,0,20210923
宝城期货,438.0,1.0,0.0,0.0,0.0,0.0,0,20210923
平安期货,2743.0,137.0,0.0,0.0,1408.0,-26.0,26,20210923
广发期货,0.0,0.0,5155.0,369.0,2714.0,40.0,329,20210923
建信期货,0.0,0.0,0.0,0.0,2219.0,-2.0,2,20210923
招商期货,2912.0,-1081.0,981.0,33.0,3446.0,-62.0,95,20210923
摩根大通,0.0,0.0,591.0,0.0,1462.0,-347.0,347,20210923
方正中期,3271.0,-231.0,1284.0,3.0,1356.0,11.0,-8,20210923
永安期货,2014.0,-290.0,4943.0,249.0,4002.0,89.0,160,20210923
浙商期货,398.0,-30.0,246.0,21.0,705.0,10.0,11,20210923
海证期货,2028.0,-366.0,0.0,0.0,0.0,0.0,0,20210923
海通期货,12174.0,-968.0,15872.0,474.0,7902.0,316.0,158,20210923
瑞达期货,0.0,0.0,2401.0,316.0,0.0,0.0,316,20210923
瑞银期货,0.0,0.0,5671.0,14.0,0.0,0.0,14,20210923
申银万国,2957.0,-360.0,4820.0,-296.0,4464.0,-383.0,87,20210923
银河期货,5865.0,-1373.0,6253.0,-190.0,6641.0,-66.0,-124,20210923
鲁证期货,3446.0,281.0,3091.0,100.0,0.0,0.0,100,20210923
上海东证,9734.0,994.0,4974.0,82.0,18097.0,-456.0,538,20210924
上海中期,0.0,0.0,0.0,0.0,685.0,2.0,-2,20210924
东兴期货,4075.0,849.0,1176.0,-160.0,1269.0,-174.0,14,20210924
中信建投,833.0,-89.0,2910.0,-128.0,5136.0,233.0,-361,20210924
中信期货,18000.0,3593.0,15948.0,813.0,27052.0,91.0,722,20210924
中投天琪,0.0,0.0,0.0,0.0,877.0,270.0,-270,20210924
中粮期货,0.0,0.0,0.0,0.0,3094.0,-2.0,2,20210924
中金期货,0.0,0.0,5349.0,-26.0,7102.0,-21.0,-5,20210924
中银期货,478.0,377.0,4539.0,346.0,0.0,0.0,346,20210924
乾坤期货,0.0,0.0,3462.0,-45.0,0.0,0.0,-45,20210924
五矿期货,4189.0,-190.0,1402.0,-15.0,0.0,0.0,-15,20210924
光大期货,3873.0,380.0,2448.0,177.0,5849.0,229.0,-52,20210924
兴业期货,0.0,0.0,328.0,0.0,4970.0,63.0,-63,20210924
兴证期货,4522.0,744.0,1882.0,136.0,3633.0,523.0,-387,20210924
华泰期货,7591.0,807.0,7829.0,-75.0,10940.0,362.0,-437,20210924
华联期货,111.0,22.0,0.0,0.0,0.0,0.0,0,20210924
华西期货,665.0,222.0,0.0,0.0,0.0,0.0,0,20210924
华闻期货,8652.0,856.0,1998.0,106.0,1636.0,-13.0,119,20210924
南华期货,785.0,174.0,1071.0,9.0,0.0,0.0,9,20210924
国信期货,6250.0,689.0,2695.0,95.0,2541.0,-36.0,131,20210924
国富期货,2438.0,338.0,0.0,0.0,0.0,0.0,0,20210924
国投安信,3065.0,759.0,1589.0,31.0,3388.0,-183.0,214,20210924
国泰君安,21730.0,2000.0,24677.0,559.0,18500.0,235.0,324,20210924
天风期货,0.0,0.0,0.0,0.0,1001.0,0.0,0,20210924
宝城期货,97.0,-2.0,0.0,0.0,0.0,0.0,0,20210924
平安期货,2377.0,-37.0,0.0,0.0,1464.0,56.0,-56,20210924
广发期货,220.0,187.0,5137.0,-18.0,2897.0,183.0,-201,20210924
建信期货,0.0,0.0,0.0,0.0,2265.0,46.0,-46,20210924
招商期货,2914.0,494.0,1328.0,220.0,3464.0,18.0,202,20210924
摩根大通,0.0,0.0,591.0,0.0,1802.0,340.0,-340,20210924
方正中期,3563.0,407.0,2270.0,62.0,1362.0,6.0,56,20210924
永安期货,0.0,0.0,4735.0,-208.0,3647.0,-355.0,147,20210924
浙商期货,92.0,23.0,225.0,-21.0,700.0,-5.0,-16,20210924
海通期货,13108.0,934.0,15906.0,34.0,7740.0,-162.0,196,20210924
物产中大,2322.0,476.0,0.0,0.0,0.0,0.0,0,20210924
瑞达期货,0.0,0.0,2299.0,-102.0,0.0,0.0,-102,20210924
瑞银期货,0.0,0.0,5711.0,40.0,0.0,0.0,40,20210924
申银万国,4063.0,825.0,4892.0,72.0,4950.0,486.0,-414,20210924
银河期货,7190.0,1260.0,6445.0,192.0,7115.0,474.0,-282,20210924
鲁证期货,3404.0,46.0,2017.0,122.0,0.0,0.0,122,20210924
上海东证,12437.0,2703.0,6338.0,1364.0,18514.0,417.0,947,20210927
上海中期,0.0,0.0,1187.0,236.0,680.0,-5.0,241,20210927
东兴期货,5659.0,2089.0,1598.0,422.0,1739.0,470.0,-48,20210927
中信建投,1038.0,205.0,1890.0,129.0,5206.0,70.0,59,20210927
中信期货,20634.0,2634.0,16286.0,338.0,27620.0,568.0,-230,20210927
中投天琪,858.0,534.0,0.0,0.0,0.0,0.0,0,20210927
中粮期货,0.0,0.0,0.0,0.0,3059.0,-35.0,35,20210927
中金期货,0.0,0.0,5349.0,0.0,6677.0,-425.0,425,20210927
中银期货,0.0,0.0,4503.0,-36.0,0.0,0.0,-36,20210927
乾坤期货,168.0,168.0,3294.0,-168.0,0.0,0.0,-168,20210927
五矿期货,5304.0,1115.0,1612.0,210.0,1320.0,230.0,-20,20210927
光大期货,5596.0,1723.0,2806.0,358.0,6030.0,181.0,177,20210927
兴业期货,0.0,0.0,401.0,73.0,5183.0,213.0,-140,20210927
兴证期货,5048.0,1025.0,2110.0,228.0,3540.0,-93.0,321,20210927
华泰期货,10083.0,2492.0,8647.0,818.0,12117.0,1177.0,-359,20210927
华西期货,1079.0,414.0,0.0,0.0,0.0,0.0,0,20210927
华闻期货,11004.0,2352.0,3254.0,328.0,2866.0,412.0,-84,20210927
南华期货,783.0,113.0,1055.0,-16.0,0.0,0.0,-16,20210927
国信期货,7632.0,1382.0,3161.0,466.0,2922.0,381.0,85,20210927
国富期货,3260.0,434.0,0.0,0.0,0.0,0.0,0,20210927
国投安信,167.0,32.0,1607.0,18.0,2258.0,-6.0,24,20210927
国泰君安,25294.0,3564.0,24754.0,77.0,18971.0,471.0,-394,20210927
天风期货,0.0,0.0,0.0,0.0,1004.0,3.0,-3,20210927
平安期货,2945.0,503.0,0.0,0.0,1458.0,-6.0,6,20210927
广发期货,3014.0,903.0,5072.0,-65.0,3326.0,429.0,-494,20210927
建信期货,0.0,0.0,0.0,0.0,2120.0,-145.0,145,20210927
招商期货,4749.0,1340.0,1546.0,218.0,3576.0,112.0,106,20210927
摩根大通,0.0,0.0,594.0,3.0,1717.0,-85.0,88,20210927
方正中期,4133.0,570.0,2267.0,-3.0,1427.0,65.0,-68,20210927
永安期货,3650.0,1504.0,5362.0,445.0,3851.0,204.0,241,20210927
浙商期货,812.0,403.0,0.0,0.0,702.0,2.0,-2,20210927
海证期货,2808.0,553.0,0.0,0.0,0.0,0.0,0,20210927
海通期货,15864.0,2756.0,16307.0,401.0,8569.0,829.0,-428,20210927
瑞达期货,0.0,0.0,2229.0,-70.0,0.0,0.0,-70,20210927
瑞银期货,221.0,221.0,4711.0,220.0,0.0,0.0,220,20210927
申银万国,4073.0,581.0,4826.0,-66.0,4972.0,22.0,-88,20210927
美尔雅  ,1155.0,881.0,0.0,0.0,0.0,0.0,0,20210927
西部期货,128.0,54.0,0.0,0.0,0.0,0.0,0,20210927
银河期货,9023.0,1913.0,7126.0,681.0,7252.0,137.0,544,20210927
鲁证期货,1229.0,411.0,2040.0,23.0,0.0,0.0,23,20210927
上海东证,9206.0,-3231.0,5435.0,-903.0,17267.0,-1247.0,344,20210928
上海中期,510.0,101.0,1023.0,-164.0,661.0,-19.0,-145,20210928
东兴期货,3757.0,-1902.0,1406.0,-192.0,1549.0,-190.0,-2,20210928
东海期货,425.0,252.0,0.0,0.0,0.0,0.0,0,20210928
中信建投,2499.0,-1078.0,1849.0,-41.0,4905.0,-301.0,260,20210928
中信期货,13828.0,-6806.0,14713.0,-1573.0,26787.0,-833.0,-740,20210928
中投天琪,179.0,-58.0,0.0,0.0,1442.0,437.0,-437,20210928
中粮期货,0.0,0.0,0.0,0.0,4103.0,100.0,-100,20210928
中金期货,500.0,96.0,5353.0,4.0,6423.0,-254.0,258,20210928
中银期货,0.0,0.0,4348.0,-155.0,0.0,0.0,-155,20210928
乾坤期货,0.0,0.0,3545.0,251.0,0.0,0.0,251,20210928
五矿期货,4389.0,-915.0,1508.0,-104.0,1175.0,-145.0,41,20210928
光大期货,3995.0,-1601.0,3461.0,-289.0,5458.0,-572.0,283,20210928
兴业期货,0.0,0.0,347.0,-54.0,5177.0,-6.0,-48,20210928
兴证期货,3395.0,-2249.0,1707.0,-403.0,3204.0,-336.0,-67,20210928
华泰期货,6948.0,-3135.0,7473.0,-1174.0,10969.0,-1148.0,-26,20210928
华西期货,252.0,-120.0,0.0,0.0,0.0,0.0,0,20210928
华闻期货,8548.0,-2456.0,3096.0,-158.0,2704.0,-162.0,4,20210928
南华期货,660.0,-123.0,1072.0,17.0,0.0,0.0,17,20210928
国信期货,5973.0,-1659.0,2930.0,-231.0,2620.0,-302.0,71,20210928
国富期货,2318.0,-311.0,0.0,0.0,0.0,0.0,0,20210928
国投安信,0.0,0.0,2616.0,-37.0,2326.0,68.0,-105,20210928
国泰君安,20991.0,-4303.0,22454.0,-2300.0,17752.0,-1219.0,-1081,20210928
天风期货,0.0,0.0,0.0,0.0,1002.0,-2.0,2,20210928
宝城期货,83.0,-39.0,0.0,0.0,0.0,0.0,0,20210928
平安期货,0.0,0.0,0.0,0.0,2194.0,-109.0,109,20210928
广发期货,2135.0,-934.0,4934.0,-138.0,3188.0,-138.0,0,20210928
建信期货,0.0,0.0,0.0,0.0,1963.0,-157.0,157,20210928
招商期货,3592.0,-1157.0,0.0,0.0,2067.0,51.0,-51,20210928
摩根大通,0.0,0.0,594.0,0.0,0.0,0.0,0,20210928
方正中期,3545.0,-588.0,1128.0,-140.0,1297.0,-130.0,-10,20210928
永安期货,3157.0,-999.0,5252.0,-110.0,4135.0,284.0,-394,20210928
浙商期货,0.0,0.0,0.0,0.0,695.0,-7.0,7,20210928
海通期货,14352.0,-1512.0,15537.0,-770.0,7805.0,-764.0,-6,20210928
瑞达期货,0.0,0.0,2181.0,-48.0,0.0,0.0,-48,20210928
瑞银期货,0.0,0.0,4711.0,0.0,0.0,0.0,0,20210928
申银万国,2669.0,-1495.0,4618.0,-208.0,3750.0,-328.0,120,20210928
美尔雅  ,163.0,-106.0,0.0,0.0,0.0,0.0,0,20210928
西部期货,79.0,-49.0,0.0,0.0,0.0,0.0,0,20210928
银河期货,6242.0,-2892.0,6900.0,-226.0,6358.0,-894.0,668,20210928
鲁证期货,2864.0,-747.0,1850.0,-190.0,0.0,0.0,-190,20210928
上海东证,10108.0,902.0,6538.0,1103.0,17724.0,457.0,646,20210929
上海中期,0.0,0.0,1077.0,44.0,662.0,1.0,43,20210929
东兴期货,5151.0,1394.0,1535.0,129.0,1677.0,128.0,1,20210929
中信建投,753.0,257.0,1939.0,90.0,4951.0,46.0,44,20210929
中信期货,20006.0,6178.0,15159.0,446.0,27575.0,788.0,-342,20210929
中投天琪,687.0,313.0,0.0,0.0,434.0,-30.0,30,20210929
中粮期货,0.0,0.0,0.0,0.0,3047.0,18.0,-18,20210929
中金期货,0.0,0.0,5354.0,1.0,5644.0,163.0,-162,20210929
中银期货,940.0,607.0,3725.0,-623.0,0.0,0.0,-623,20210929
乾坤期货,0.0,0.0,3898.0,115.0,0.0,0.0,115,20210929
五矿期货,5314.0,925.0,1584.0,76.0,1294.0,119.0,-43,20210929
光大期货,5097.0,1102.0,3473.0,12.0,5765.0,307.0,-295,20210929
兴业期货,0.0,0.0,338.0,-9.0,5216.0,39.0,-48,20210929
兴证期货,4314.0,1356.0,1457.0,-10.0,3108.0,-96.0,86,20210929
华泰期货,8187.0,1239.0,8411.0,938.0,11594.0,625.0,313,20210929
华联期货,174.0,116.0,0.0,0.0,0.0,0.0,0,20210929
华西期货,289.0,37.0,0.0,0.0,0.0,0.0,0,20210929
华闻期货,10619.0,2071.0,3189.0,93.0,2769.0,65.0,28,20210929
南华期货,859.0,199.0,1127.0,55.0,840.0,10.0,45,20210929
国信期货,7953.0,1980.0,3091.0,161.0,2761.0,141.0,20,20210929
国富期货,3182.0,864.0,1229.0,217.0,0.0,0.0,217,20210929
国投安信,221.0,151.0,1683.0,87.0,3499.0,114.0,-27,20210929
国泰君安,24701.0,3710.0,22458.0,4.0,18195.0,443.0,-439,20210929
天风期货,0.0,0.0,0.0,0.0,1002.0,0.0,0,20210929
平安期货,2532.0,1175.0,0.0,0.0,1089.0,48.0,-48,20210929
广发期货,3158.0,1023.0,3644.0,-254.0,3070.0,-118.0,-136,20210929
建信期货,622.0,242.0,0.0,0.0,1688.0,-275.0,275,20210929
招商期货,3721.0,282.0,1286.0,350.0,3512.0,415.0,-65,20210929
摩根大通,0.0,0.0,544.0,-50.0,0.0,0.0,-50,20210929
方正中期,4166.0,549.0,0.0,0.0,1413.0,116.0,-116,20210929
永安期货,3925.0,1833.0,5677.0,425.0,4489.0,354.0,71,20210929
浙商期货,740.0,705.0,0.0,0.0,0.0,0.0,0,20210929
海通期货,15785.0,1433.0,15565.0,28.0,8284.0,479.0,-451,20210929
瑞达期货,0.0,0.0,2260.0,79.0,0.0,0.0,79,20210929
瑞银期货,0.0,0.0,4711.0,0.0,0.0,0.0,0,20210929
申银万国,4345.0,1676.0,5183.0,565.0,4753.0,78.0,487,20210929
美尔雅  ,832.0,474.0,0.0,0.0,424.0,0.0,0,20210929
西部期货,798.0,372.0,0.0,0.0,0.0,0.0,0,20210929
银河期货,8090.0,1848.0,6868.0,-32.0,6686.0,328.0,-360,20210929
鲁证期货,3832.0,968.0,3156.0,288.0,0.0,0.0,288,20210929
上海东证,7668.0,-2440.0,5490.0,-1048.0,16958.0,-766.0,-282,20210930
上海中期,0.0,0.0,1049.0,-28.0,656.0,-6.0,-22,20210930
东兴期货,3231.0,-2452.0,1228.0,-307.0,1331.0,-346.0,39,20210930
中信建投,2370.0,-636.0,1645.0,-294.0,4853.0,-98.0,-196,20210930
中信期货,11419.0,-8587.0,13374.0,-1785.0,26017.0,-1558.0,-227,20210930
中投天琪,0.0,0.0,0.0,0.0,380.0,-54.0,54,20210930
中粮期货,0.0,0.0,0.0,0.0,4198.0,114.0,-114,20210930
中金期货,583.0,583.0,4783.0,-571.0,5450.0,-974.0,403,20210930
中银期货,0.0,0.0,3881.0,156.0,0.0,0.0,156,20210930
乾坤期货,0.0,0.0,3660.0,0.0,0.0,0.0,0,20210930
云晨期货,73.0,-10.0,0.0,0.0,0.0,0.0,0,20210930
五矿期货,3896.0,-1418.0,1349.0,-235.0,1125.0,-169.0,-66,20210930
光大期货,3263.0,-1834.0,3207.0,-266.0,5536.0,-229.0,-37,20210930
兴业期货,0.0,0.0,329.0,-9.0,5225.0,9.0,-18,20210930
兴证期货,2561.0,-1820.0,1516.0,-173.0,2861.0,-247.0,74,20210930
华泰期货,5411.0,-2776.0,6741.0,-1670.0,10477.0,-1117.0,-553,20210930
华西期货,170.0,-119.0,0.0,0.0,0.0,0.0,0,20210930
华闻期货,6814.0,-3805.0,1605.0,-452.0,1361.0,-374.0,-78,20210930
南华期货,502.0,-357.0,1060.0,-67.0,0.0,0.0,-67,20210930
国信期货,4849.0,-3104.0,2485.0,-606.0,2097.0,-664.0,58,20210930
国富期货,1632.0,-1550.0,0.0,0.0,0.0,0.0,0,20210930
国投安信,2271.0,-660.0,1737.0,54.0,3234.0,-265.0,319,20210930
国泰君安,15419.0,-9282.0,21165.0,-1293.0,16949.0,-1246.0,-47,20210930
天风期货,0.0,0.0,977.0,-8.0,1002.0,0.0,-8,20210930
宏源期货,474.0,71.0,0.0,0.0,0.0,0.0,0,20210930
宝城期货,107.0,45.0,0.0,0.0,0.0,0.0,0,20210930
平安期货,1475.0,-911.0,0.0,0.0,1460.0,-39.0,39,20210930
广发期货,2028.0,-1130.0,4791.0,159.0,3617.0,-257.0,416,20210930
建信期货,548.0,-74.0,0.0,0.0,1740.0,52.0,-52,20210930
招商期货,2030.0,-1069.0,0.0,0.0,2057.0,-18.0,18,20210930
摩根大通,0.0,0.0,542.0,-2.0,0.0,0.0,-2,20210930
方正中期,3044.0,-995.0,1077.0,-78.0,1261.0,-152.0,74,20210930
永安期货,371.0,-142.0,5601.0,-76.0,4329.0,-160.0,84,20210930
浙商期货,0.0,0.0,1004.0,-100.0,0.0,0.0,-100,20210930
海通期货,11269.0,-4516.0,13975.0,-1590.0,7213.0,-1071.0,-519,20210930
混沌天成,0.0,0.0,958.0,60.0,0.0,0.0,60,20210930
瑞达期货,0.0,0.0,1094.0,6.0,0.0,0.0,6,20210930
瑞银期货,0.0,0.0,4679.0,-32.0,0.0,0.0,-32,20210930
申银万国,2878.0,-1656.0,4767.0,-416.0,4241.0,-512.0,96,20210930
美尔雅  ,117.0,116.0,0.0,0.0,0.0,0.0,0,20210930
银河期货,4323.0,-3550.0,6452.0,-416.0,6280.0,-406.0,-10,20210930
鲁证期货,373.0,-711.0,1891.0,-100.0,0.0,0.0,-100,20210930
上海东证,9525.0,1857.0,5763.0,273.0,17370.0,412.0,-139,20211008
上海中期,0.0,0.0,0.0,0.0,579.0,-77.0,77,20211008
东兴期货,4783.0,1552.0,1518.0,290.0,1588.0,257.0,33,20211008
中信建投,2834.0,464.0,1329.0,75.0,5129.0,276.0,-201,20211008
中信期货,16118.0,4699.0,15031.0,1657.0,27530.0,1513.0,144,20211008
中投天琪,0.0,0.0,0.0,0.0,1189.0,55.0,-55,20211008
中粮期货,0.0,0.0,0.0,0.0,3098.0,-5.0,5,20211008
中金期货,673.0,90.0,4115.0,-668.0,3410.0,-1257.0,589,20211008
中银期货,119.0,88.0,3750.0,-131.0,1028.0,316.0,-447,20211008
乾坤期货,0.0,0.0,3906.0,8.0,0.0,0.0,8,20211008
云晨期货,130.0,57.0,0.0,0.0,0.0,0.0,0,20211008
五矿期货,4951.0,1055.0,1548.0,199.0,1318.0,193.0,6,20211008
光大期货,4189.0,926.0,3352.0,145.0,5608.0,72.0,73,20211008
兴业期货,137.0,126.0,442.0,113.0,5216.0,-9.0,122,20211008
兴证期货,4209.0,1462.0,1667.0,151.0,2656.0,-205.0,356,20211008
华泰期货,7992.0,2581.0,7413.0,672.0,11507.0,1030.0,-358,20211008
华西期货,222.0,52.0,0.0,0.0,0.0,0.0,0,20211008
华闻期货,9198.0,2384.0,3381.0,1000.0,2892.0,845.0,155,20211008
南华期货,607.0,105.0,992.0,-68.0,0.0,0.0,-68,20211008
国信期货,5951.0,1102.0,3067.0,582.0,2618.0,521.0,61,20211008
国投安信,2963.0,692.0,2916.0,321.0,2125.0,-33.0,354,20211008
国泰君安,21820.0,6401.0,22114.0,949.0,18358.0,1409.0,-460,20211008
天风期货,0.0,0.0,0.0,0.0,1005.0,3.0,-3,20211008
宝城期货,599.0,394.0,0.0,0.0,0.0,0.0,0,20211008
平安期货,0.0,0.0,0.0,0.0,1446.0,-14.0,14,20211008
广发期货,0.0,0.0,4688.0,-103.0,3507.0,-110.0,7,20211008
建信期货,0.0,0.0,0.0,0.0,1663.0,-77.0,77,20211008
招商期货,3554.0,1214.0,1340.0,471.0,3501.0,454.0,17,20211008
摩根大通,0.0,0.0,560.0,18.0,0.0,0.0,18,20211008
方正中期,3000.0,-44.0,1117.0,40.0,1262.0,1.0,39,20211008
永安期货,2664.0,1418.0,5351.0,-11.0,4253.0,-76.0,65,20211008
海证期货,2031.0,688.0,0.0,0.0,0.0,0.0,0,20211008
海通期货,13040.0,1771.0,15309.0,1334.0,8085.0,872.0,462,20211008
瑞达期货,0.0,0.0,2174.0,140.0,0.0,0.0,140,20211008
瑞银期货,470.0,470.0,5283.0,604.0,0.0,0.0,604,20211008
申银万国,3346.0,856.0,4632.0,-312.0,3634.0,254.0,-566,20211008
西部期货,556.0,255.0,0.0,0.0,0.0,0.0,0,20211008
银河期货,6116.0,1793.0,6490.0,38.0,6373.0,93.0,-55,20211008
鲁证期货,3217.0,1667.0,2083.0,192.0,0.0,0.0,192,20211008
上海东证,10792.0,-434.0,6273.0,-111.0,17603.0,-691.0,580,20211011
上海中期,181.0,83.0,0.0,0.0,408.0,-171.0,171,20211011
东兴期货,3632.0,-533.0,1320.0,-198.0,1353.0,-235.0,37,20211011
中信建投,2630.0,-204.0,1592.0,-81.0,5113.0,-126.0,45,20211011
中信期货,16613.0,-539.0,13295.0,-2318.0,26851.0,-1959.0,-359,20211011
中投天琪,1096.0,889.0,0.0,0.0,836.0,32.0,-32,20211011
中粮期货,0.0,0.0,0.0,0.0,3311.0,213.0,-213,20211011
中金期货,906.0,-450.0,4069.0,-46.0,4530.0,-186.0,140,20211011
中银期货,0.0,0.0,3665.0,-85.0,1068.0,40.0,-125,20211011
乾坤期货,0.0,0.0,3903.0,-3.0,0.0,0.0,-3,20211011
五矿期货,4581.0,-742.0,1499.0,-184.0,1281.0,-167.0,-17,20211011
光大期货,3717.0,-782.0,3506.0,-118.0,5302.0,-453.0,335,20211011
兴业期货,0.0,0.0,441.0,-1.0,5210.0,-6.0,5,20211011
兴证期货,3307.0,-632.0,1329.0,-99.0,2047.0,-169.0,70,20211011
华泰期货,7372.0,-1126.0,7103.0,-1195.0,10841.0,-741.0,-454,20211011
华西期货,1209.0,247.0,145.0,-7.0,153.0,5.0,-12,20211011
华鑫期货,0.0,0.0,0.0,0.0,164.0,-45.0,45,20211011
华闻期货,9085.0,-621.0,2007.0,-398.0,2454.0,-660.0,262,20211011
南华期货,1067.0,151.0,1250.0,125.0,1037.0,188.0,-63,20211011
国信期货,6587.0,282.0,3029.0,-176.0,2966.0,-141.0,-35,20211011
国投安信,2690.0,-430.0,2817.0,-211.0,1961.0,-164.0,-47,20211011
国泰君安,20861.0,-2045.0,21981.0,-1711.0,18115.0,-860.0,-851,20211011
天风期货,0.0,0.0,0.0,0.0,1006.0,1.0,-1,20211011
宏源期货,0.0,0.0,178.0,104.0,0.0,0.0,104,20211011
平安期货,2343.0,127.0,0.0,0.0,1421.0,-25.0,25,20211011
广发期货,2009.0,120.0,4491.0,-197.0,3567.0,-40.0,-157,20211011
建信期货,0.0,0.0,0.0,0.0,1718.0,55.0,-55,20211011
招商期货,1918.0,-751.0,1167.0,-359.0,3129.0,-526.0,167,20211011
摩根大通,0.0,0.0,558.0,-2.0,0.0,0.0,-2,20211011
方正中期,2758.0,-357.0,1938.0,-169.0,1150.0,-112.0,-57,20211011
永安期货,2728.0,-291.0,5068.0,-283.0,3915.0,-338.0,55,20211011
海证期货,0.0,0.0,947.0,164.0,0.0,0.0,164,20211011
海通期货,14179.0,-82.0,14990.0,-731.0,7959.0,-492.0,-239,20211011
混沌天成,399.0,396.0,395.0,393.0,0.0,0.0,393,20211011
瑞达期货,0.0,0.0,1976.0,262.0,0.0,0.0,262,20211011
瑞银期货,235.0,-235.0,5635.0,352.0,345.0,23.0,329,20211011
申银万国,4064.0,794.0,4860.0,-163.0,3607.0,-50.0,-113,20211011
美尔雅  ,507.0,503.0,0.0,0.0,0.0,0.0,0,20211011
西部期货,1220.0,402.0,0.0,0.0,0.0,0.0,0,20211011
银河期货,6310.0,-33.0,6543.0,-90.0,6188.0,-377.0,287,20211011
鲁证期货,873.0,-260.0,2365.0,195.0,0.0,0.0,195,20211011
上海东证,13670.0,2878.0,6491.0,218.0,17803.0,200.0,18,20211012
上海中期,0.0,0.0,0.0,0.0,354.0,-54.0,54,20211012
东兴期货,4888.0,1182.0,1318.0,-2.0,1380.0,27.0,-29,20211012
中信建投,770.0,381.0,1449.0,23.0,5183.0,70.0,-47,20211012
中信期货,19829.0,3216.0,14947.0,1652.0,27692.0,841.0,811,20211012
中投天琪,0.0,0.0,0.0,0.0,1145.0,309.0,-309,20211012
中粮期货,144.0,142.0,0.0,0.0,3636.0,325.0,-325,20211012
中金期货,445.0,-261.0,4063.0,-6.0,5176.0,-138.0,132,20211012
中银期货,0.0,0.0,3742.0,77.0,1072.0,4.0,73,20211012
乾坤期货,0.0,0.0,3888.0,-15.0,0.0,0.0,-15,20211012
五矿期货,5464.0,883.0,1652.0,153.0,1461.0,180.0,-27,20211012
光大期货,5669.0,1952.0,3514.0,8.0,5989.0,687.0,-679,20211012
兴业期货,0.0,0.0,418.0,-23.0,5208.0,-2.0,-21,20211012
兴证期货,4040.0,733.0,1595.0,266.0,2484.0,437.0,-171,20211012
华泰期货,9707.0,2335.0,8375.0,1272.0,11992.0,1151.0,121,20211012
