,volume,volchange,buyvol,buyvolchange,sellvol,sellvolchange,net_vol_diff,datetime
一德期货,2853.0,2664.0,0.0,0.0,0.0,0.0,0,20210104
上海东证,8644.0,65.0,9300.0,-166.0,8135.0,-558.0,392,20210104
上海中期,449.0,-14.0,0.0,0.0,0.0,0.0,0,20210104
东兴期货,5023.0,-52.0,3636.0,24.0,2284.0,292.0,-268,20210104
东吴期货,0.0,0.0,0.0,0.0,1574.0,35.0,-35,20210104
中信建投,4173.0,35.0,2142.0,136.0,4759.0,-387.0,523,20210104
中信期货,14610.0,-1533.0,15943.0,-1726.0,30993.0,-1028.0,-698,20210104
中投天琪,0.0,0.0,0.0,0.0,3886.0,-12.0,12,20210104
中融汇信,946.0,420.0,0.0,0.0,0.0,0.0,0,20210104
中金期货,0.0,0.0,2646.0,0.0,4478.0,48.0,-48,20210104
乾坤期货,0.0,0.0,1798.0,0.0,0.0,0.0,0,20210104
五矿经易,6428.0,-194.0,3293.0,-20.0,1280.0,-236.0,216,20210104
光大期货,3827.0,-811.0,4537.0,69.0,4235.0,-204.0,273,20210104
兴业期货,0.0,0.0,0.0,0.0,1830.0,3.0,-3,20210104
兴证期货,6842.0,-560.0,4306.0,62.0,3670.0,-52.0,114,20210104
华泰期货,8753.0,-44.0,12609.0,382.0,25972.0,259.0,123,20210104
华西期货,1861.0,164.0,0.0,0.0,0.0,0.0,0,20210104
华闻期货,10829.0,-1263.0,2515.0,312.0,3430.0,480.0,-168,20210104
南华期货,2233.0,-1.0,2623.0,-71.0,0.0,0.0,-71,20210104
国信期货,878.0,-38.0,0.0,0.0,1256.0,24.0,-24,20210104
国元期货,0.0,0.0,0.0,0.0,540.0,-50.0,50,20210104
国富期货,3382.0,-155.0,1616.0,-446.0,0.0,0.0,-446,20210104
国投安信,3446.0,-281.0,4973.0,381.0,13334.0,81.0,300,20210104
国泰君安,18991.0,1511.0,13364.0,-540.0,14019.0,-705.0,165,20210104
天风期货,0.0,0.0,1406.0,60.0,0.0,0.0,60,20210104
宏源期货,2312.0,260.0,0.0,0.0,1173.0,-150.0,150,20210104
平安期货,0.0,0.0,1404.0,-12.0,1513.0,36.0,-48,20210104
广发期货,247.0,59.0,7178.0,-459.0,3117.0,-310.0,-149,20210104
招商期货,4137.0,-476.0,2741.0,231.0,5945.0,-50.0,281,20210104
方正中期,3936.0,-1076.0,1131.0,-26.0,1159.0,73.0,-99,20210104
永安期货,2453.0,-788.0,5186.0,133.0,8239.0,-84.0,217,20210104
浙商期货,0.0,0.0,2513.0,122.0,1054.0,23.0,99,20210104
海证期货,0.0,0.0,1249.0,449.0,1130.0,-15.0,464,20210104
海通期货,11921.0,-483.0,17483.0,-152.0,11353.0,-539.0,387,20210104
混沌天成,0.0,0.0,1311.0,2.0,0.0,0.0,2,20210104
瑞银期货,0.0,0.0,4298.0,91.0,0.0,0.0,91,20210104
申银万国,3972.0,-407.0,9721.0,-1337.0,6456.0,110.0,-1447,20210104
银河期货,6203.0,-55.0,5991.0,-95.0,7489.0,-760.0,665,20210104
长江期货,0.0,0.0,725.0,-2.0,0.0,0.0,-2,20210104
鲁证期货,352.0,-49.0,943.0,228.0,818.0,-36.0,264,20210104
上海东方,0.0,0.0,0.0,0.0,523.0,2.0,-2,20210105
上海东证,8280.0,-364.0,9464.0,164.0,8155.0,20.0,144,20210105
上海中期,393.0,-56.0,0.0,0.0,0.0,0.0,0,20210105
东兴期货,5154.0,131.0,3205.0,472.0,1934.0,-350.0,822,20210105
东吴期货,0.0,0.0,0.0,0.0,1565.0,-9.0,9,20210105
东海期货,2261.0,940.0,0.0,0.0,0.0,0.0,0,20210105
中信建投,3451.0,-722.0,2933.0,-318.0,4617.0,-142.0,-176,20210105
中信期货,14649.0,39.0,15870.0,-73.0,30521.0,-472.0,399,20210105
中投天琪,0.0,0.0,0.0,0.0,3994.0,108.0,-108,20210105
中融汇信,567.0,-379.0,0.0,0.0,0.0,0.0,0,20210105
中金期货,337.0,329.0,2654.0,8.0,5141.0,-280.0,288,20210105
乾坤期货,0.0,0.0,1798.0,0.0,0.0,0.0,0,20210105
五矿经易,6528.0,100.0,3340.0,47.0,1610.0,330.0,-283,20210105
光大期货,4648.0,821.0,4184.0,-353.0,4396.0,161.0,-514,20210105
兴业期货,0.0,0.0,0.0,0.0,1722.0,-108.0,108,20210105
兴证期货,7918.0,1076.0,4691.0,385.0,4425.0,755.0,-370,20210105
华泰期货,7512.0,-1241.0,12283.0,-326.0,25756.0,-216.0,-110,20210105
华西期货,1786.0,-75.0,0.0,0.0,0.0,0.0,0,20210105
华闻期货,10976.0,147.0,2062.0,-453.0,2046.0,-306.0,-147,20210105
南华期货,0.0,0.0,2119.0,-72.0,0.0,0.0,-72,20210105
国信期货,673.0,-205.0,0.0,0.0,1207.0,-49.0,49,20210105
国富期货,4524.0,986.0,1858.0,242.0,0.0,0.0,242,20210105
国投安信,4305.0,859.0,4804.0,-169.0,13058.0,-276.0,107,20210105
国泰君安,18206.0,-785.0,13429.0,65.0,13136.0,-883.0,948,20210105
天风期货,0.0,0.0,1422.0,16.0,0.0,0.0,16,20210105
宏源期货,0.0,0.0,0.0,0.0,1229.0,56.0,-56,20210105
平安期货,0.0,0.0,1375.0,-29.0,1456.0,-57.0,28,20210105
广发期货,544.0,57.0,7220.0,42.0,3411.0,294.0,-252,20210105
招商期货,3966.0,-171.0,2934.0,193.0,6013.0,68.0,125,20210105
方正中期,3805.0,-131.0,1097.0,-34.0,1149.0,-10.0,-24,20210105
永安期货,2904.0,683.0,5292.0,106.0,8145.0,-94.0,200,20210105
浙商期货,0.0,0.0,2474.0,-39.0,1044.0,-10.0,-29,20210105
海证期货,2090.0,122.0,0.0,0.0,1150.0,20.0,-20,20210105
海通期货,13854.0,1933.0,16905.0,-578.0,11369.0,16.0,-594,20210105
混沌天成,0.0,0.0,2891.0,337.0,0.0,0.0,337,20210105
瑞银期货,0.0,0.0,4391.0,93.0,0.0,0.0,93,20210105
申银万国,2987.0,-985.0,9180.0,-541.0,6073.0,-383.0,-158,20210105
西部期货,230.0,53.0,0.0,0.0,0.0,0.0,0,20210105
银河期货,5732.0,-703.0,6163.0,172.0,7017.0,-472.0,644,20210105
长江期货,0.0,0.0,744.0,19.0,0.0,0.0,19,20210105
鲁证期货,0.0,0.0,886.0,-57.0,826.0,8.0,-65,20210105
上海东方,0.0,0.0,0.0,0.0,521.0,-2.0,2,20210106
上海东证,8734.0,454.0,9436.0,-28.0,7907.0,-248.0,220,20210106
上海中期,900.0,19.0,0.0,0.0,0.0,0.0,0,20210106
东兴期货,6516.0,1362.0,2401.0,65.0,2110.0,176.0,-111,20210106
东吴期货,343.0,233.0,0.0,0.0,1630.0,65.0,-65,20210106
东海期货,2009.0,-252.0,0.0,0.0,0.0,0.0,0,20210106
中信建投,3980.0,768.0,1979.0,140.0,5012.0,395.0,-255,20210106
中信期货,13692.0,-957.0,15488.0,-382.0,30169.0,-352.0,-30,20210106
中投天琪,0.0,0.0,0.0,0.0,4034.0,40.0,-40,20210106
中金期货,0.0,0.0,2654.0,0.0,4303.0,42.0,-42,20210106
乾坤期货,0.0,0.0,1798.0,0.0,0.0,0.0,0,20210106
五矿经易,6350.0,-178.0,3051.0,-289.0,1398.0,-212.0,-77,20210106
光大期货,4842.0,194.0,4080.0,-104.0,4416.0,20.0,-124,20210106
兴业期货,0.0,0.0,0.0,0.0,747.0,10.0,-10,20210106
兴证期货,6851.0,-1067.0,4461.0,-230.0,4217.0,-208.0,-22,20210106
华泰期货,10027.0,2515.0,12232.0,-51.0,24968.0,-788.0,737,20210106
华西期货,1488.0,-298.0,0.0,0.0,0.0,0.0,0,20210106
华闻期货,11446.0,470.0,2370.0,308.0,3393.0,530.0,-222,20210106
南华期货,2353.0,541.0,2518.0,399.0,0.0,0.0,399,20210106
国信期货,1127.0,259.0,0.0,0.0,1195.0,-12.0,12,20210106
国富期货,4429.0,220.0,2012.0,154.0,1022.0,142.0,12,20210106
国投安信,3667.0,-638.0,4810.0,6.0,13061.0,3.0,3,20210106
国泰君安,17236.0,-970.0,14318.0,889.0,13417.0,281.0,608,20210106
天风期货,0.0,0.0,1413.0,-9.0,0.0,0.0,-9,20210106
宏源期货,0.0,0.0,0.0,0.0,1200.0,-29.0,29,20210106
平安期货,0.0,0.0,2470.0,30.0,1480.0,24.0,6,20210106
广发期货,0.0,0.0,7198.0,-22.0,3344.0,-67.0,45,20210106
招商期货,2974.0,-992.0,2955.0,21.0,6009.0,-4.0,25,20210106
方正中期,2626.0,-157.0,2177.0,-184.0,1031.0,-118.0,-66,20210106
永安期货,3831.0,221.0,5395.0,103.0,8299.0,154.0,-51,20210106
浙商期货,595.0,287.0,2589.0,115.0,1067.0,23.0,92,20210106
海证期货,0.0,0.0,0.0,0.0,1145.0,-5.0,5,20210106
海通期货,14483.0,629.0,16580.0,-325.0,11995.0,626.0,-951,20210106
混沌天成,0.0,0.0,2663.0,-228.0,0.0,0.0,-228,20210106
瑞银期货,0.0,0.0,4391.0,0.0,0.0,0.0,0,20210106
申银万国,3909.0,776.0,9092.0,-88.0,5948.0,-125.0,37,20210106
银河期货,5331.0,-401.0,5586.0,141.0,6969.0,-48.0,189,20210106
长江期货,0.0,0.0,758.0,14.0,0.0,0.0,14,20210106
鲁证期货,429.0,284.0,826.0,-60.0,597.0,-229.0,169,20210106
一德期货,0.0,0.0,551.0,-1.0,0.0,0.0,-1,20210107
上海东方,0.0,0.0,0.0,0.0,523.0,2.0,-2,20210107
上海东证,9659.0,-74.0,10174.0,214.0,8478.0,203.0,11,20210107
上海中期,417.0,77.0,0.0,0.0,0.0,0.0,0,20210107
东兴期货,6208.0,-1002.0,1850.0,-177.0,1036.0,-304.0,127,20210107
东吴期货,460.0,117.0,0.0,0.0,1662.0,32.0,-32,20210107
中信建投,5363.0,1155.0,4022.0,155.0,5474.0,306.0,-151,20210107
中信期货,15989.0,1798.0,16901.0,963.0,31881.0,292.0,671,20210107
中国国际,0.0,0.0,0.0,0.0,104.0,7.0,-7,20210107
中投天琪,0.0,0.0,0.0,0.0,4087.0,53.0,-53,20210107
中航期货,0.0,0.0,0.0,0.0,111.0,25.0,-25,20210107
中金期货,323.0,322.0,2654.0,0.0,5094.0,325.0,-325,20210107
乾坤期货,355.0,355.0,2635.0,-8.0,0.0,0.0,-8,20210107
五矿经易,7188.0,517.0,3324.0,273.0,1621.0,223.0,50,20210107
光大期货,5139.0,173.0,4250.0,65.0,4589.0,28.0,37,20210107
兴业期货,0.0,0.0,0.0,0.0,1649.0,-65.0,65,20210107
兴证期货,7535.0,983.0,3786.0,-675.0,4392.0,31.0,-706,20210107
创元期货,0.0,0.0,0.0,0.0,189.0,24.0,-24,20210107
华泰期货,10843.0,-528.0,12367.0,-281.0,27047.0,524.0,-805,20210107
华西期货,2755.0,768.0,388.0,136.0,235.0,41.0,95,20210107
华闻期货,14267.0,2434.0,2743.0,373.0,2909.0,426.0,-53,20210107
南华期货,2842.0,91.0,1846.0,56.0,0.0,0.0,56,20210107
国信期货,1152.0,306.0,0.0,0.0,1444.0,249.0,-249,20210107
国富期货,4689.0,119.0,1935.0,-258.0,2064.0,144.0,-402,20210107
国投安信,4712.0,889.0,4988.0,-148.0,13151.0,-558.0,410,20210107
国泰君安,21913.0,4108.0,15541.0,552.0,14379.0,733.0,-181,20210107
大越期货,508.0,497.0,503.0,499.0,0.0,0.0,499,20210107
天风期货,0.0,0.0,1465.0,52.0,0.0,0.0,52,20210107
宏源期货,0.0,0.0,1252.0,161.0,1408.0,49.0,112,20210107
平安期货,0.0,0.0,1359.0,39.0,1451.0,-29.0,68,20210107
广发期货,1319.0,765.0,7388.0,-145.0,2666.0,-678.0,533,20210107
招商期货,4154.0,965.0,3202.0,73.0,6606.0,4.0,69,20210107
新纪元  ,0.0,0.0,0.0,0.0,105.0,0.0,0,20210107
方正中期,3702.0,520.0,248.0,88.0,1209.0,178.0,-90,20210107
永安期货,4884.0,766.0,5883.0,221.0,8441.0,142.0,79,20210107
浙商期货,0.0,0.0,2511.0,-78.0,1072.0,5.0,-83,20210107
海证期货,2364.0,1016.0,0.0,0.0,1449.0,304.0,-304,20210107
海通期货,15933.0,413.0,17691.0,41.0,11783.0,-642.0,683,20210107
混沌天成,405.0,-55.0,2940.0,77.0,0.0,0.0,77,20210107
瑞银期货,0.0,0.0,4552.0,161.0,0.0,0.0,161,20210107
申银万国,4723.0,678.0,9934.0,202.0,6403.0,455.0,-253,20210107
银河期货,6050.0,864.0,6935.0,-23.0,7760.0,161.0,-184,20210107
长江期货,0.0,0.0,741.0,-17.0,0.0,0.0,-17,20210107
鲁证期货,0.0,0.0,936.0,110.0,602.0,5.0,105,20210107
一德期货,0.0,0.0,617.0,66.0,0.0,0.0,66,20210108
上海东方,0.0,0.0,0.0,0.0,525.0,2.0,-2,20210108
上海东证,11024.0,1365.0,10244.0,70.0,8107.0,-371.0,441,20210108
上海中期,1411.0,446.0,0.0,0.0,0.0,0.0,0,20210108
东兴期货,8045.0,1837.0,4087.0,1079.0,2901.0,816.0,263,20210108
东吴期货,0.0,0.0,0.0,0.0,1689.0,27.0,-27,20210108
中信建投,6568.0,1113.0,3568.0,285.0,5422.0,-52.0,337,20210108
中信期货,18271.0,2282.0,16345.0,-556.0,31560.0,-321.0,-235,20210108
中投天琪,0.0,0.0,0.0,0.0,4100.0,13.0,-13,20210108
中融汇信,848.0,274.0,0.0,0.0,0.0,0.0,0,20210108
中金期货,0.0,0.0,2654.0,0.0,6224.0,1130.0,-1130,20210108
乾坤期货,0.0,0.0,1443.0,0.0,0.0,0.0,0,20210108
五矿经易,7744.0,556.0,3282.0,-131.0,1695.0,-4.0,-127,20210108
光大期货,5762.0,623.0,4488.0,413.0,4848.0,259.0,154,20210108
兴业期货,0.0,0.0,0.0,0.0,765.0,7.0,-7,20210108
兴证期货,8239.0,545.0,4143.0,357.0,3997.0,-395.0,752,20210108
创元期货,0.0,0.0,0.0,0.0,210.0,21.0,-21,20210108
华泰期货,12604.0,1761.0,12242.0,-125.0,27704.0,657.0,-782,20210108
华西期货,3260.0,505.0,388.0,0.0,202.0,-33.0,33,20210108
华闻期货,15805.0,1538.0,3884.0,185.0,3926.0,133.0,52,20210108
南华期货,3389.0,547.0,2232.0,-344.0,0.0,0.0,-344,20210108
国信期货,1882.0,344.0,0.0,0.0,1472.0,28.0,-28,20210108
国富期货,3679.0,-844.0,1722.0,-213.0,2000.0,-64.0,-149,20210108
国投安信,4567.0,-145.0,5136.0,148.0,13226.0,75.0,73,20210108
国泰君安,23733.0,1820.0,15688.0,147.0,15445.0,1066.0,-919,20210108
大越期货,0.0,0.0,502.0,-1.0,0.0,0.0,-1,20210108
天风期货,301.0,299.0,1793.0,328.0,0.0,0.0,328,20210108
宏源期货,0.0,0.0,0.0,0.0,1408.0,0.0,0,20210108
宝城期货,327.0,216.0,0.0,0.0,339.0,253.0,-253,20210108
平安期货,361.0,87.0,1309.0,-50.0,1502.0,51.0,-101,20210108
广发期货,0.0,0.0,7491.0,103.0,1190.0,52.0,51,20210108
招商期货,5573.0,1419.0,3656.0,454.0,7079.0,473.0,-19,20210108
方正中期,4089.0,695.0,248.0,0.0,1109.0,-100.0,100,20210108
永安期货,4541.0,-61.0,5633.0,-250.0,8869.0,325.0,-575,20210108
浙商期货,0.0,0.0,2572.0,61.0,1092.0,20.0,41,20210108
海证期货,2991.0,627.0,0.0,0.0,1425.0,-24.0,24,20210108
海通期货,18769.0,2836.0,20451.0,2760.0,13204.0,1421.0,1339,20210108
混沌天成,0.0,0.0,2919.0,184.0,0.0,0.0,184,20210108
瑞银期货,0.0,0.0,4553.0,1.0,0.0,0.0,1,20210108
申银万国,4122.0,-142.0,9602.0,-332.0,5964.0,-439.0,107,20210108
西部期货,347.0,107.0,0.0,0.0,0.0,0.0,0,20210108
银河期货,7269.0,1219.0,6963.0,28.0,8011.0,251.0,-223,20210108
长江期货,0.0,0.0,741.0,0.0,0.0,0.0,0,20210108
鲁证期货,393.0,136.0,872.0,-64.0,581.0,-21.0,-43,20210108
一德期货,0.0,0.0,617.0,0.0,0.0,0.0,0,20210111
上海东证,10642.0,-382.0,10437.0,193.0,8544.0,437.0,-244,20210111
上海中期,1521.0,110.0,0.0,0.0,0.0,0.0,0,20210111
东兴期货,8942.0,897.0,4373.0,-420.0,2721.0,-180.0,-240,20210111
东吴期货,383.0,77.0,0.0,0.0,1584.0,-105.0,105,20210111
中信建投,5105.0,-1463.0,1732.0,-269.0,4834.0,-588.0,319,20210111
中信期货,17749.0,-522.0,17368.0,1023.0,31530.0,-30.0,1053,20210111
中投天琪,0.0,0.0,0.0,0.0,4081.0,-19.0,19,20210111
中金期货,1999.0,1830.0,2656.0,2.0,6719.0,85.0,-83,20210111
乾坤期货,0.0,0.0,2634.0,-1.0,0.0,0.0,-1,20210111
五矿经易,7378.0,-366.0,3110.0,112.0,1429.0,8.0,104,20210111
光大期货,6335.0,573.0,1585.0,22.0,4532.0,-316.0,338,20210111
兴业期货,0.0,0.0,0.0,0.0,767.0,2.0,-2,20210111
兴证期货,8375.0,-193.0,3692.0,-451.0,4074.0,77.0,-528,20210111
创元期货,0.0,0.0,0.0,0.0,213.0,3.0,-3,20210111
华泰期货,13804.0,1200.0,12914.0,672.0,27514.0,-190.0,862,20210111
华西期货,3185.0,-75.0,497.0,109.0,277.0,75.0,34,20210111
华闻期货,15593.0,-212.0,2881.0,112.0,2884.0,238.0,-126,20210111
南华期货,2911.0,-111.0,2951.0,162.0,156.0,62.0,100,20210111
国信期货,897.0,-382.0,0.0,0.0,1383.0,-89.0,89,20210111
国富期货,5672.0,1938.0,2262.0,540.0,1572.0,513.0,27,20210111
国投安信,3252.0,-344.0,4878.0,-258.0,12790.0,-436.0,178,20210111
国泰君安,22328.0,-1405.0,15959.0,271.0,15026.0,-419.0,690,20210111
大越期货,0.0,0.0,504.0,2.0,0.0,0.0,2,20210111
天风期货,0.0,0.0,1803.0,10.0,0.0,0.0,10,20210111
宏源期货,2700.0,139.0,1212.0,-125.0,1449.0,41.0,-166,20210111
宝城期货,0.0,0.0,0.0,0.0,436.0,97.0,-97,20210111
平安期货,393.0,32.0,2514.0,76.0,2002.0,64.0,12,20210111
广发期货,0.0,0.0,7408.0,-83.0,2110.0,11.0,-94,20210111
招商期货,5574.0,1.0,3754.0,98.0,7294.0,215.0,-117,20210111
方正中期,4371.0,-537.0,2675.0,217.0,1188.0,79.0,138,20210111
永安期货,3438.0,-186.0,5259.0,-113.0,8426.0,-262.0,149,20210111
浙商期货,0.0,0.0,2568.0,-4.0,1065.0,-27.0,23,20210111
海证期货,0.0,0.0,0.0,0.0,1433.0,8.0,-8,20210111
海通期货,18527.0,-242.0,19560.0,-891.0,12216.0,-988.0,97,20210111
混沌天成,1395.0,1205.0,0.0,0.0,0.0,0.0,0,20210111
瑞银期货,0.0,0.0,4582.0,29.0,0.0,0.0,29,20210111
申银万国,4482.0,-64.0,9712.0,110.0,6012.0,48.0,62,20210111
西部期货,361.0,14.0,0.0,0.0,0.0,0.0,0,20210111
银河期货,6770.0,-499.0,6792.0,-171.0,7784.0,-227.0,56,20210111
长江期货,0.0,0.0,778.0,37.0,0.0,0.0,37,20210111
鲁证期货,0.0,0.0,787.0,-85.0,596.0,15.0,-100,20210111
一德期货,0.0,0.0,613.0,-4.0,0.0,0.0,-4,20210112
上海东证,11023.0,381.0,10301.0,-136.0,7945.0,-599.0,463,20210112
上海中期,499.0,-9.0,0.0,0.0,0.0,0.0,0,20210112
东兴期货,7320.0,-1622.0,3543.0,-78.0,2208.0,-47.0,-31,20210112
东吴期货,0.0,0.0,0.0,0.0,1574.0,-10.0,10,20210112
中信建投,4040.0,-1065.0,1940.0,-24.0,4673.0,-161.0,137,20210112
中信期货,16343.0,-1406.0,16964.0,-404.0,31849.0,319.0,-723,20210112
中投天琪,0.0,0.0,0.0,0.0,4097.0,16.0,-16,20210112
中融汇信,687.0,120.0,0.0,0.0,0.0,0.0,0,20210112
中金期货,958.0,-97.0,2658.0,2.0,6893.0,174.0,-172,20210112
乾坤期货,0.0,0.0,2635.0,1.0,0.0,0.0,1,20210112
五矿经易,6576.0,-802.0,3106.0,-123.0,1529.0,-6.0,-117,20210112
光大期货,5237.0,-1098.0,3170.0,-164.0,4787.0,255.0,-419,20210112
兴业期货,0.0,0.0,0.0,0.0,753.0,-14.0,14,20210112
兴证期货,7039.0,-1336.0,3429.0,-263.0,3637.0,-437.0,174,20210112
创元期货,0.0,0.0,0.0,0.0,231.0,18.0,-18,20210112
华泰期货,11046.0,-2758.0,13124.0,210.0,27492.0,-22.0,232,20210112
华西期货,2699.0,-486.0,1675.0,298.0,312.0,35.0,263,20210112
华闻期货,12549.0,-3044.0,1791.0,-654.0,1948.0,-936.0,282,20210112
南华期货,4246.0,404.0,2764.0,447.0,0.0,0.0,447,20210112
国信期货,0.0,0.0,0.0,0.0,1376.0,-7.0,7,20210112
国富期货,6231.0,559.0,1519.0,938.0,2010.0,257.0,681,20210112
国投安信,2348.0,-518.0,5057.0,179.0,13062.0,272.0,-93,20210112
国泰君安,22488.0,160.0,14783.0,-1176.0,14050.0,-976.0,-200,20210112
大越期货,0.0,0.0,546.0,42.0,0.0,0.0,42,20210112
宏源期货,0.0,0.0,1072.0,-140.0,1362.0,-87.0,-53,20210112
宝城期货,478.0,170.0,0.0,0.0,640.0,204.0,-204,20210112
平安期货,0.0,0.0,2536.0,22.0,2060.0,58.0,-36,20210112
广发期货,1208.0,237.0,7467.0,59.0,1208.0,136.0,-77,20210112
招商期货,4780.0,-794.0,3799.0,45.0,7399.0,105.0,-60,20210112
方正中期,3577.0,-794.0,2436.0,-239.0,945.0,-243.0,4,20210112
永安期货,4405.0,-206.0,5573.0,20.0,8549.0,9.0,11,20210112
浙商期货,0.0,0.0,2644.0,76.0,1085.0,20.0,56,20210112
海证期货,0.0,0.0,0.0,0.0,1440.0,7.0,-7,20210112
海通期货,15909.0,-2618.0,19614.0,54.0,11747.0,-469.0,523,20210112
瑞银期货,0.0,0.0,4603.0,21.0,0.0,0.0,21,20210112
申银万国,4315.0,-167.0,9380.0,-332.0,5980.0,-105.0,-227,20210112
西部期货,2031.0,475.0,0.0,0.0,0.0,0.0,0,20210112
银河期货,6877.0,107.0,6716.0,-76.0,7904.0,120.0,-196,20210112
长江期货,0.0,0.0,745.0,-33.0,0.0,0.0,-33,20210112
鲁证期货,0.0,0.0,773.0,-14.0,592.0,-4.0,-10,20210112
一德期货,0.0,0.0,623.0,10.0,0.0,0.0,10,20210113
上海东证,10622.0,-401.0,10352.0,51.0,8146.0,201.0,-150,20210113
上海中期,1070.0,236.0,0.0,0.0,0.0,0.0,0,20210113
东兴期货,7072.0,-248.0,3504.0,-39.0,2563.0,146.0,-185,20210113
东吴期货,367.0,190.0,0.0,0.0,1914.0,310.0,-310,20210113
东海期货,1276.0,883.0,576.0,380.0,0.0,0.0,380,20210113
中信建投,5295.0,1255.0,1828.0,-112.0,4892.0,219.0,-331,20210113
中信期货,18034.0,1691.0,17135.0,171.0,31316.0,-533.0,704,20210113
中投天琪,0.0,0.0,0.0,0.0,4134.0,37.0,-37,20210113
中金期货,2073.0,1098.0,3921.0,507.0,6206.0,-687.0,1194,20210113
乾坤期货,0.0,0.0,2869.0,234.0,0.0,0.0,234,20210113
五矿经易,6424.0,-152.0,2839.0,145.0,1243.0,32.0,113,20210113
光大期货,5089.0,-148.0,2689.0,226.0,4386.0,-401.0,627,20210113
兴业期货,0.0,0.0,0.0,0.0,773.0,20.0,-20,20210113
兴证期货,8046.0,1217.0,3178.0,-251.0,4208.0,571.0,-822,20210113
华泰期货,10635.0,-411.0,12867.0,-257.0,27164.0,-328.0,71,20210113
华西期货,2579.0,-120.0,668.0,55.0,0.0,0.0,55,20210113
华闻期货,12381.0,-168.0,1879.0,88.0,3448.0,671.0,-583,20210113
南华期货,2898.0,-373.0,3670.0,218.0,323.0,164.0,54,20210113
国信期货,1224.0,432.0,0.0,0.0,1587.0,211.0,-211,20210113
国富期货,4531.0,-1700.0,1397.0,-122.0,606.0,-342.0,220,20210113
国投安信,2724.0,-78.0,4897.0,-160.0,12537.0,-525.0,365,20210113
国泰君安,20931.0,-1557.0,14363.0,-420.0,13383.0,-667.0,247,20210113
大越期货,0.0,0.0,573.0,27.0,0.0,0.0,27,20210113
宏源期货,0.0,0.0,0.0,0.0,1148.0,-214.0,214,20210113
宝城期货,0.0,0.0,0.0,0.0,639.0,-1.0,1,20210113
平安期货,250.0,54.0,3417.0,111.0,2101.0,41.0,70,20210113
广发期货,1011.0,235.0,7216.0,-251.0,1543.0,335.0,-586,20210113
招商期货,4237.0,-543.0,3854.0,55.0,7302.0,-97.0,152,20210113
方正中期,3324.0,28.0,2051.0,29.0,1005.0,60.0,-31,20210113
永安期货,3441.0,-225.0,5950.0,377.0,8733.0,184.0,193,20210113
浙商期货,0.0,0.0,2642.0,-2.0,1111.0,26.0,-28,20210113
海证期货,908.0,633.0,0.0,0.0,1410.0,-30.0,30,20210113
海通期货,17832.0,1923.0,17781.0,-1833.0,12100.0,353.0,-2186,20210113
瑞银期货,0.0,0.0,4603.0,0.0,0.0,0.0,0,20210113
申银万国,3913.0,-402.0,9904.0,524.0,6204.0,224.0,300,20210113
银河期货,6453.0,-424.0,7085.0,369.0,7632.0,-272.0,641,20210113
长江期货,0.0,0.0,721.0,-24.0,0.0,0.0,-24,20210113
鲁证期货,0.0,0.0,846.0,73.0,591.0,-1.0,74,20210113
上海东证,11517.0,895.0,10016.0,-336.0,7495.0,-651.0,315,20210114
上海中期,1219.0,121.0,0.0,0.0,0.0,0.0,0,20210114
东兴期货,8174.0,1102.0,4439.0,1554.0,2256.0,750.0,804,20210114
东吴期货,311.0,-56.0,0.0,0.0,1594.0,30.0,-30,20210114
东海期货,309.0,-52.0,0.0,0.0,0.0,0.0,0,20210114
中信建投,3416.0,776.0,2203.0,-220.0,4925.0,33.0,-253,20210114
中信期货,24127.0,6093.0,17985.0,850.0,32419.0,1103.0,-253,20210114
中投天琪,0.0,0.0,0.0,0.0,4207.0,73.0,-73,20210114
中金期货,2641.0,199.0,3602.0,-319.0,6714.0,508.0,-827,20210114
乾坤期货,0.0,0.0,3142.0,273.0,445.0,425.0,-152,20210114
五矿经易,7080.0,656.0,3012.0,1223.0,1248.0,1116.0,107,20210114
先锋期货,0.0,0.0,0.0,0.0,376.0,-95.0,95,20210114
光大期货,5191.0,102.0,3177.0,488.0,4618.0,232.0,256,20210114
兴业期货,0.0,0.0,0.0,0.0,1275.0,56.0,-56,20210114
兴证期货,8830.0,784.0,3734.0,44.0,4298.0,90.0,-46,20210114
华泰期货,10939.0,304.0,13080.0,213.0,27124.0,-40.0,253,20210114
华联期货,0.0,0.0,0.0,0.0,780.0,474.0,-474,20210114
华西期货,1981.0,312.0,820.0,152.0,0.0,0.0,152,20210114
华闻期货,13203.0,822.0,2226.0,-127.0,3340.0,-108.0,-19,20210114
南华期货,4542.0,1017.0,3263.0,311.0,0.0,0.0,311,20210114
国信期货,1450.0,226.0,434.0,-145.0,1638.0,51.0,-196,20210114
国富期货,3546.0,859.0,1717.0,320.0,906.0,599.0,-279,20210114
国投安信,4029.0,606.0,4941.0,44.0,12413.0,620.0,-576,20210114
国泰君安,22517.0,1586.0,15119.0,756.0,14242.0,859.0,-103,20210114
宏源期货,1384.0,-120.0,499.0,-192.0,1336.0,188.0,-380,20210114
平安期货,0.0,0.0,1788.0,-452.0,2034.0,-67.0,-385,20210114
广发期货,0.0,0.0,7146.0,-70.0,1284.0,-259.0,189,20210114
招商期货,6521.0,2284.0,3382.0,-472.0,6972.0,-330.0,-142,20210114
方正中期,4869.0,688.0,2058.0,404.0,501.0,-504.0,908,20210114
