,volume,volchange,buyvol,buyvolchange,sellvol,sellvolchange,net_vol_diff,datetime
一德期货,0.0,0.0,316.0,0.0,0.0,0.0,0,20210104
上海东证,3025.0,135.0,2189.0,-206.0,4569.0,-139.0,-67,20210104
上海中期,441.0,-92.0,483.0,-18.0,0.0,0.0,-18,20210104
东兴期货,977.0,50.0,1564.0,114.0,222.0,123.0,-9,20210104
东吴期货,0.0,0.0,0.0,0.0,161.0,-3.0,3,20210104
东海期货,0.0,0.0,678.0,41.0,0.0,0.0,41,20210104
中信建投,1930.0,-392.0,1784.0,-71.0,723.0,-62.0,-9,20210104
中信期货,8708.0,-1050.0,4643.0,136.0,9976.0,-134.0,270,20210104
中投天琪,114.0,7.0,191.0,-79.0,0.0,0.0,-79,20210104
中融汇信,0.0,0.0,0.0,0.0,192.0,0.0,0,20210104
中辉期货,173.0,102.0,204.0,-141.0,0.0,0.0,-141,20210104
中钢期货,0.0,0.0,0.0,0.0,112.0,-26.0,26,20210104
中银期货,0.0,0.0,0.0,0.0,1232.0,-5.0,5,20210104
五矿经易,3934.0,-764.0,2078.0,-212.0,705.0,-144.0,-68,20210104
光大期货,1250.0,-181.0,0.0,0.0,274.0,-8.0,8,20210104
兴业期货,0.0,0.0,0.0,0.0,901.0,225.0,-225,20210104
兴证期货,3551.0,185.0,2125.0,-49.0,1750.0,25.0,-74,20210104
华泰期货,3469.0,396.0,2877.0,-95.0,3806.0,-74.0,-21,20210104
华西期货,155.0,32.0,0.0,0.0,140.0,18.0,-18,20210104
华鑫期货,0.0,0.0,0.0,0.0,251.0,-2.0,2,20210104
华闻期货,5583.0,-502.0,1236.0,-441.0,1329.0,-493.0,52,20210104
南华期货,1739.0,240.0,1481.0,375.0,96.0,-2.0,377,20210104
和融期货,0.0,0.0,0.0,0.0,212.0,0.0,0,20210104
国信期货,2216.0,24.0,615.0,-28.0,0.0,0.0,-28,20210104
国元期货,0.0,0.0,0.0,0.0,221.0,2.0,-2,20210104
国富期货,555.0,277.0,0.0,0.0,264.0,212.0,-212,20210104
国投安信,4736.0,-65.0,2332.0,-32.0,1950.0,-128.0,96,20210104
国泰君安,8519.0,-1419.0,6548.0,-283.0,8943.0,-122.0,-161,20210104
大越期货,0.0,0.0,1584.0,11.0,0.0,0.0,11,20210104
天风期货,0.0,0.0,601.0,-1.0,0.0,0.0,-1,20210104
安粮期货,0.0,0.0,0.0,0.0,691.0,-19.0,19,20210104
宏源期货,0.0,0.0,669.0,-21.0,0.0,0.0,-21,20210104
宝城期货,0.0,0.0,329.0,2.0,0.0,0.0,2,20210104
平安期货,0.0,0.0,1791.0,171.0,1159.0,3.0,168,20210104
广发期货,1885.0,358.0,2575.0,87.0,2451.0,-134.0,221,20210104
建信期货,0.0,0.0,0.0,0.0,588.0,-3.0,3,20210104
招商期货,1860.0,-58.0,1452.0,90.0,1653.0,1.0,89,20210104
方正中期,366.0,-114.0,525.0,-14.0,0.0,0.0,-14,20210104
格林大华,0.0,0.0,0.0,0.0,206.0,3.0,-3,20210104
永安期货,1306.0,68.0,1415.0,-184.0,689.0,-1.0,-183,20210104
浙商期货,397.0,-7.0,0.0,0.0,0.0,0.0,0,20210104
海证期货,1700.0,1320.0,0.0,0.0,1430.0,1328.0,-1328,20210104
海通期货,6901.0,674.0,3556.0,118.0,3758.0,-305.0,423,20210104
混沌天成,0.0,0.0,656.0,308.0,0.0,0.0,308,20210104
瑞银期货,0.0,0.0,0.0,0.0,3220.0,0.0,0,20210104
申银万国,1535.0,-301.0,779.0,-176.0,1641.0,-24.0,-152,20210104
银河期货,2434.0,-639.0,2447.0,209.0,5109.0,151.0,58,20210104
鲁证期货,1569.0,-541.0,0.0,0.0,0.0,0.0,0,20210104
一德期货,83.0,79.0,326.0,10.0,0.0,0.0,10,20210105
上海东证,2561.0,-464.0,2166.0,-23.0,4485.0,-84.0,61,20210105
上海中期,390.0,-51.0,478.0,-5.0,0.0,0.0,-5,20210105
东兴期货,722.0,-255.0,1111.0,-34.0,0.0,0.0,-34,20210105
东吴期货,0.0,0.0,0.0,0.0,139.0,-22.0,22,20210105
东海期货,0.0,0.0,625.0,-53.0,0.0,0.0,-53,20210105
中信建投,1599.0,-331.0,1758.0,-26.0,523.0,15.0,-41,20210105
中信期货,9863.0,1155.0,4912.0,269.0,10440.0,464.0,-195,20210105
中投天琪,0.0,0.0,187.0,-4.0,0.0,0.0,-4,20210105
中融汇信,0.0,0.0,0.0,0.0,195.0,3.0,-3,20210105
中辉期货,0.0,0.0,199.0,-5.0,0.0,0.0,-5,20210105
中钢期货,0.0,0.0,0.0,0.0,152.0,40.0,-40,20210105
中银期货,0.0,0.0,0.0,0.0,1230.0,-2.0,2,20210105
五矿经易,3621.0,-313.0,2228.0,150.0,1018.0,131.0,19,20210105
光大期货,1267.0,106.0,0.0,0.0,503.0,27.0,-27,20210105
兴业期货,1227.0,181.0,0.0,0.0,555.0,-346.0,346,20210105
兴证期货,3432.0,-192.0,2063.0,-62.0,1721.0,-29.0,-33,20210105
华泰期货,3197.0,-272.0,3040.0,163.0,3696.0,-110.0,273,20210105
华西期货,442.0,62.0,0.0,0.0,92.0,-48.0,48,20210105
华鑫期货,0.0,0.0,0.0,0.0,301.0,50.0,-50,20210105
华闻期货,5191.0,-392.0,1662.0,172.0,1461.0,132.0,40,20210105
南华期货,1688.0,-291.0,1276.0,-205.0,597.0,25.0,-230,20210105
和融期货,0.0,0.0,0.0,0.0,219.0,7.0,-7,20210105
国信期货,1995.0,-221.0,625.0,10.0,0.0,0.0,10,20210105
国元期货,0.0,0.0,0.0,0.0,221.0,0.0,0,20210105
国富期货,842.0,287.0,0.0,0.0,372.0,108.0,-108,20210105
国投安信,4943.0,207.0,2310.0,-22.0,1919.0,-31.0,9,20210105
国泰君安,8795.0,276.0,6626.0,78.0,9138.0,195.0,-117,20210105
大越期货,0.0,0.0,1562.0,-22.0,0.0,0.0,-22,20210105
天风期货,0.0,0.0,600.0,-1.0,0.0,0.0,-1,20210105
宏源期货,0.0,0.0,619.0,-50.0,0.0,0.0,-50,20210105
宝城期货,0.0,0.0,330.0,1.0,0.0,0.0,1,20210105
平安期货,71.0,21.0,1614.0,-177.0,1168.0,9.0,-186,20210105
广发期货,1179.0,-352.0,2602.0,27.0,2393.0,-58.0,85,20210105
建信期货,0.0,0.0,0.0,0.0,594.0,6.0,-6,20210105
招商期货,1697.0,-74.0,1539.0,87.0,1732.0,79.0,8,20210105
方正中期,1440.0,-14.0,544.0,19.0,0.0,0.0,19,20210105
格林大华,0.0,0.0,0.0,0.0,206.0,0.0,0,20210105
永安期货,274.0,50.0,1466.0,51.0,624.0,-65.0,116,20210105
浙商期货,104.0,28.0,0.0,0.0,0.0,0.0,0,20210105
海证期货,0.0,0.0,0.0,0.0,810.0,-620.0,620,20210105
海通期货,5992.0,-909.0,2884.0,-672.0,3484.0,-274.0,-398,20210105
瑞银期货,0.0,0.0,0.0,0.0,3220.0,0.0,0,20210105
申银万国,1666.0,110.0,647.0,-132.0,1170.0,-471.0,339,20210105
美尔雅  ,77.0,74.0,0.0,0.0,0.0,0.0,0,20210105
银河期货,2136.0,-224.0,2233.0,-214.0,4928.0,-181.0,-33,20210105
鲁证期货,1364.0,63.0,527.0,31.0,0.0,0.0,31,20210105
一德期货,0.0,0.0,327.0,1.0,0.0,0.0,1,20210106
上海东证,3441.0,880.0,2138.0,-28.0,4812.0,327.0,-355,20210106
上海中期,557.0,167.0,562.0,84.0,0.0,0.0,84,20210106
东兴期货,2499.0,1253.0,1272.0,476.0,567.0,471.0,5,20210106
东吴期货,0.0,0.0,0.0,0.0,118.0,-21.0,21,20210106
东海期货,0.0,0.0,256.0,3.0,0.0,0.0,3,20210106
中信建投,2038.0,439.0,2360.0,128.0,583.0,60.0,68,20210106
中信期货,10477.0,614.0,4719.0,-193.0,10540.0,100.0,-293,20210106
中融汇信,0.0,0.0,0.0,0.0,195.0,0.0,0,20210106
中辉期货,0.0,0.0,206.0,7.0,0.0,0.0,7,20210106
中钢期货,0.0,0.0,0.0,0.0,128.0,-24.0,24,20210106
中银期货,0.0,0.0,0.0,0.0,845.0,-385.0,385,20210106
五矿经易,4664.0,1043.0,1722.0,-506.0,1050.0,32.0,-538,20210106
光大期货,1474.0,146.0,0.0,0.0,966.0,-16.0,16,20210106
兴业期货,0.0,0.0,0.0,0.0,700.0,145.0,-145,20210106
兴证期货,3749.0,410.0,2045.0,-18.0,1941.0,220.0,-238,20210106
华泰期货,3335.0,138.0,3012.0,-28.0,4029.0,333.0,-361,20210106
华西期货,129.0,-46.0,0.0,0.0,0.0,0.0,0,20210106
华鑫期货,0.0,0.0,0.0,0.0,259.0,-42.0,42,20210106
华闻期货,6640.0,1449.0,1587.0,277.0,1784.0,323.0,-46,20210106
南华期货,1991.0,303.0,1071.0,-205.0,108.0,12.0,-217,20210106
和融期货,0.0,0.0,0.0,0.0,219.0,0.0,0,20210106
国信期货,2719.0,675.0,1114.0,139.0,0.0,0.0,139,20210106
国富期货,757.0,-85.0,0.0,0.0,254.0,-118.0,118,20210106
国投安信,5261.0,318.0,2348.0,38.0,1788.0,-131.0,169,20210106
国泰君安,9993.0,1198.0,6852.0,226.0,9141.0,3.0,223,20210106
大越期货,0.0,0.0,1558.0,-4.0,0.0,0.0,-4,20210106
天风期货,0.0,0.0,601.0,1.0,0.0,0.0,1,20210106
宏源期货,0.0,0.0,608.0,-11.0,0.0,0.0,-11,20210106
宝城期货,0.0,0.0,331.0,1.0,0.0,0.0,1,20210106
平安期货,155.0,84.0,1805.0,191.0,1182.0,14.0,177,20210106
广发期货,644.0,320.0,2548.0,-54.0,2274.0,-119.0,65,20210106
建信期货,0.0,0.0,0.0,0.0,565.0,-29.0,29,20210106
招商期货,1872.0,398.0,1532.0,-7.0,1790.0,58.0,-65,20210106
方正中期,1753.0,313.0,561.0,17.0,0.0,0.0,17,20210106
格林大华,0.0,0.0,0.0,0.0,208.0,2.0,-2,20210106
永安期货,1812.0,728.0,1707.0,241.0,779.0,155.0,86,20210106
浙商期货,118.0,14.0,0.0,0.0,0.0,0.0,0,20210106
海通期货,7623.0,1631.0,4189.0,1305.0,3768.0,284.0,1021,20210106
瑞达期货,0.0,0.0,179.0,2.0,0.0,0.0,2,20210106
瑞银期货,0.0,0.0,0.0,0.0,3220.0,0.0,0,20210106
申银万国,1338.0,-262.0,918.0,271.0,1258.0,88.0,183,20210106
美尔雅  ,323.0,260.0,0.0,0.0,0.0,0.0,0,20210106
西部期货,127.0,78.0,0.0,0.0,0.0,0.0,0,20210106
银河期货,2772.0,636.0,2449.0,216.0,5197.0,269.0,-53,20210106
鲁证期货,1815.0,451.0,566.0,39.0,471.0,15.0,24,20210106
一德期货,0.0,0.0,335.0,8.0,0.0,0.0,8,20210107
上海东证,3203.0,-238.0,2149.0,11.0,4716.0,-96.0,107,20210107
上海中期,642.0,85.0,543.0,-19.0,0.0,0.0,-19,20210107
东兴期货,3233.0,734.0,680.0,-33.0,172.0,-33.0,0,20210107
东吴期货,0.0,0.0,0.0,0.0,126.0,8.0,-8,20210107
东海期货,0.0,0.0,248.0,-8.0,0.0,0.0,-8,20210107
中信建投,2367.0,329.0,2351.0,-9.0,483.0,-100.0,91,20210107
中信期货,9530.0,-947.0,4610.0,-109.0,10301.0,-239.0,130,20210107
中投天琪,0.0,0.0,370.0,85.0,0.0,0.0,85,20210107
中融汇信,0.0,0.0,0.0,0.0,192.0,-3.0,3,20210107
中辉期货,0.0,0.0,177.0,-29.0,0.0,0.0,-29,20210107
中金期货,0.0,0.0,0.0,0.0,517.0,271.0,-271,20210107
中银期货,0.0,0.0,0.0,0.0,879.0,34.0,-34,20210107
五矿经易,4779.0,115.0,2077.0,355.0,1047.0,-3.0,358,20210107
光大期货,1696.0,222.0,514.0,71.0,1042.0,76.0,-5,20210107
兴业期货,0.0,0.0,0.0,0.0,494.0,-206.0,206,20210107
兴证期货,3404.0,-345.0,1771.0,-274.0,1729.0,-212.0,-62,20210107
华泰期货,3045.0,-290.0,2941.0,-71.0,3879.0,-150.0,79,20210107
华西期货,206.0,77.0,0.0,0.0,123.0,33.0,-33,20210107
华鑫期货,0.0,0.0,0.0,0.0,247.0,-12.0,12,20210107
华闻期货,6397.0,-243.0,1598.0,-367.0,1548.0,-285.0,-82,20210107
南华期货,1840.0,-189.0,674.0,3.0,0.0,0.0,3,20210107
和融期货,0.0,0.0,0.0,0.0,220.0,1.0,-1,20210107
国信期货,2818.0,99.0,809.0,119.0,228.0,18.0,101,20210107
国富期货,348.0,-409.0,0.0,0.0,328.0,74.0,-74,20210107
国投安信,5188.0,-73.0,2243.0,-105.0,1749.0,-39.0,-66,20210107
国泰君安,10074.0,81.0,6605.0,-247.0,8678.0,-463.0,216,20210107
大越期货,0.0,0.0,1565.0,7.0,0.0,0.0,7,20210107
天风期货,0.0,0.0,601.0,0.0,0.0,0.0,0,20210107
宏源期货,0.0,0.0,661.0,53.0,0.0,0.0,53,20210107
宝城期货,0.0,0.0,332.0,1.0,0.0,0.0,1,20210107
平安期货,0.0,0.0,1689.0,-116.0,1157.0,-25.0,-91,20210107
广发期货,1833.0,219.0,2470.0,-78.0,2507.0,233.0,-311,20210107
建信期货,0.0,0.0,0.0,0.0,547.0,-18.0,18,20210107
招商期货,1859.0,-316.0,1488.0,-44.0,1740.0,-50.0,6,20210107
新世纪  ,153.0,125.0,0.0,0.0,0.0,0.0,0,20210107
新湖期货,96.0,33.0,0.0,0.0,0.0,0.0,0,20210107
方正中期,432.0,13.0,540.0,-21.0,0.0,0.0,-21,20210107
格林大华,0.0,0.0,0.0,0.0,197.0,-11.0,11,20210107
永安期货,1976.0,509.0,1862.0,155.0,777.0,-2.0,157,20210107
海通期货,7456.0,-167.0,3624.0,-565.0,3831.0,63.0,-628,20210107
瑞达期货,0.0,0.0,194.0,15.0,0.0,0.0,15,20210107
瑞银期货,427.0,427.0,0.0,0.0,3220.0,0.0,0,20210107
申银万国,1718.0,380.0,849.0,-69.0,1218.0,-40.0,-29,20210107
西部期货,103.0,-24.0,0.0,0.0,0.0,0.0,0,20210107
银河期货,2682.0,-90.0,2355.0,-94.0,5285.0,88.0,-182,20210107
鲁证期货,1768.0,-174.0,378.0,101.0,0.0,0.0,101,20210107
一德期货,0.0,0.0,347.0,12.0,0.0,0.0,12,20210108
上海东证,3071.0,3.0,2023.0,-126.0,4552.0,-164.0,38,20210108
上海中期,609.0,-33.0,604.0,61.0,0.0,0.0,61,20210108
东兴期货,3030.0,-203.0,1771.0,365.0,1053.0,565.0,-200,20210108
东吴期货,0.0,0.0,0.0,0.0,118.0,-8.0,8,20210108
东海期货,0.0,0.0,258.0,10.0,0.0,0.0,10,20210108
中信建投,2070.0,-297.0,2285.0,-66.0,100.0,19.0,-85,20210108
中信期货,9410.0,-120.0,4629.0,19.0,10472.0,171.0,-152,20210108
中投天琪,0.0,0.0,367.0,-3.0,0.0,0.0,-3,20210108
中融汇信,0.0,0.0,0.0,0.0,192.0,0.0,0,20210108
中辉期货,103.0,51.0,0.0,0.0,0.0,0.0,0,20210108
中金期货,0.0,0.0,0.0,0.0,521.0,4.0,-4,20210108
中银期货,0.0,0.0,0.0,0.0,830.0,-49.0,49,20210108
五矿经易,4133.0,-646.0,1982.0,-95.0,1009.0,-38.0,-57,20210108
光大期货,1327.0,-282.0,0.0,0.0,475.0,-20.0,20,20210108
兴业期货,0.0,0.0,0.0,0.0,590.0,96.0,-96,20210108
兴证期货,3386.0,-103.0,1884.0,113.0,1694.0,-35.0,148,20210108
华泰期货,3130.0,85.0,2649.0,-292.0,3823.0,-56.0,-236,20210108
华西期货,225.0,19.0,0.0,0.0,225.0,78.0,-78,20210108
华闻期货,7109.0,712.0,1789.0,566.0,2123.0,575.0,-9,20210108
南华期货,1855.0,103.0,1234.0,201.0,265.0,58.0,143,20210108
国信期货,2955.0,137.0,1087.0,-52.0,265.0,37.0,-89,20210108
国富期货,597.0,249.0,0.0,0.0,0.0,0.0,0,20210108
国投安信,5110.0,-78.0,2332.0,89.0,1762.0,13.0,76,20210108
国泰君安,11487.0,1413.0,6734.0,129.0,8414.0,-264.0,393,20210108
大越期货,0.0,0.0,1555.0,-10.0,0.0,0.0,-10,20210108
天风期货,0.0,0.0,601.0,0.0,0.0,0.0,0,20210108
宏源期货,0.0,0.0,554.0,-107.0,0.0,0.0,-107,20210108
宝城期货,0.0,0.0,335.0,3.0,0.0,0.0,3,20210108
平安期货,0.0,0.0,1799.0,110.0,1154.0,-3.0,113,20210108
广发期货,2329.0,496.0,2594.0,124.0,2991.0,484.0,-360,20210108
建信期货,0.0,0.0,0.0,0.0,547.0,0.0,0,20210108
招商期货,1517.0,19.0,1001.0,-127.0,1639.0,-166.0,39,20210108
新湖期货,101.0,5.0,0.0,0.0,0.0,0.0,0,20210108
方正中期,592.0,160.0,715.0,175.0,0.0,0.0,175,20210108
格林大华,0.0,0.0,0.0,0.0,193.0,-4.0,4,20210108
永安期货,2152.0,176.0,2181.0,319.0,964.0,187.0,132,20210108
浙商期货,180.0,115.0,0.0,0.0,0.0,0.0,0,20210108
海通期货,7251.0,-205.0,2960.0,-664.0,3726.0,-105.0,-559,20210108
瑞达期货,0.0,0.0,191.0,-3.0,0.0,0.0,-3,20210108
瑞银期货,350.0,-77.0,0.0,0.0,3220.0,0.0,0,20210108
申银万国,2026.0,308.0,971.0,122.0,1548.0,330.0,-208,20210108
西部期货,415.0,38.0,0.0,0.0,0.0,0.0,0,20210108
银河期货,2709.0,27.0,2264.0,-91.0,5322.0,37.0,-128,20210108
鲁证期货,2100.0,276.0,198.0,122.0,449.0,-1.0,123,20210108
一德期货,0.0,0.0,353.0,6.0,0.0,0.0,6,20210111
上海东证,3485.0,352.0,2367.0,344.0,4707.0,155.0,189,20210111
上海中期,686.0,77.0,632.0,28.0,0.0,0.0,28,20210111
东兴期货,2897.0,-133.0,594.0,79.0,681.0,-67.0,146,20210111
东吴期货,99.0,53.0,0.0,0.0,0.0,0.0,0,20210111
东海期货,0.0,0.0,280.0,22.0,0.0,0.0,22,20210111
中信建投,2713.0,643.0,1736.0,-549.0,0.0,0.0,-549,20210111
中信期货,9819.0,409.0,4730.0,101.0,10478.0,6.0,95,20210111
中融汇信,0.0,0.0,0.0,0.0,174.0,-18.0,18,20210111
中金期货,0.0,0.0,0.0,0.0,518.0,-3.0,3,20210111
中钢期货,0.0,0.0,0.0,0.0,98.0,17.0,-17,20210111
中银期货,0.0,0.0,0.0,0.0,815.0,-15.0,15,20210111
五矿经易,4231.0,98.0,2029.0,47.0,1071.0,62.0,-15,20210111
光大期货,1350.0,23.0,0.0,0.0,980.0,165.0,-165,20210111
兴证期货,3703.0,317.0,1760.0,-124.0,1706.0,12.0,-136,20210111
华泰期货,2991.0,-139.0,2653.0,4.0,3720.0,-103.0,107,20210111
华西期货,197.0,-28.0,0.0,0.0,230.0,5.0,-5,20210111
华闻期货,6537.0,-572.0,1445.0,-693.0,1325.0,-669.0,-24,20210111
南华期货,2007.0,105.0,1057.0,-177.0,129.0,72.0,-249,20210111
和融期货,0.0,0.0,0.0,0.0,221.0,0.0,0,20210111
国信期货,2883.0,-72.0,1313.0,72.0,264.0,-1.0,73,20210111
国元期货,0.0,0.0,0.0,0.0,214.0,1.0,-1,20210111
国富期货,561.0,-36.0,0.0,0.0,0.0,0.0,0,20210111
国投安信,5546.0,436.0,2344.0,12.0,1670.0,-92.0,104,20210111
国泰君安,9715.0,-1772.0,6178.0,-556.0,7773.0,-641.0,85,20210111
大越期货,0.0,0.0,1575.0,20.0,0.0,0.0,20,20210111
天风期货,0.0,0.0,602.0,1.0,0.0,0.0,1,20210111
宏源期货,0.0,0.0,691.0,137.0,0.0,0.0,137,20210111
宝城期货,0.0,0.0,332.0,-3.0,0.0,0.0,-3,20210111
平安期货,0.0,0.0,1741.0,-58.0,1154.0,0.0,-58,20210111
广发期货,1927.0,-402.0,2189.0,-405.0,2614.0,-377.0,-28,20210111
建信期货,0.0,0.0,0.0,0.0,551.0,4.0,-4,20210111
招商期货,151.0,-83.0,1331.0,-22.0,1470.0,-81.0,59,20210111
方正中期,1637.0,-214.0,694.0,-21.0,0.0,0.0,-21,20210111
格林大华,0.0,0.0,0.0,0.0,180.0,-13.0,13,20210111
永安期货,2477.0,67.0,1637.0,-544.0,579.0,-385.0,-159,20210111
浙商期货,101.0,-79.0,0.0,0.0,0.0,0.0,0,20210111
海通期货,6819.0,-432.0,3056.0,96.0,3775.0,49.0,47,20210111
渤海期货,0.0,0.0,0.0,0.0,87.0,4.0,-4,20210111
瑞达期货,0.0,0.0,202.0,11.0,0.0,0.0,11,20210111
瑞银期货,0.0,0.0,0.0,0.0,3220.0,0.0,0,20210111
申银万国,1967.0,-59.0,606.0,-365.0,1208.0,-340.0,-25,20210111
西部期货,427.0,100.0,0.0,0.0,0.0,0.0,0,20210111
银河期货,2725.0,-67.0,2364.0,100.0,5233.0,-89.0,189,20210111
鲁证期货,1888.0,321.0,663.0,230.0,467.0,18.0,212,20210111
一德期货,0.0,0.0,355.0,2.0,0.0,0.0,2,20210112
上海东证,3468.0,96.0,2308.0,-59.0,4472.0,-235.0,176,20210112
上海中期,741.0,55.0,625.0,-7.0,0.0,0.0,-7,20210112
东兴期货,788.0,-88.0,965.0,105.0,235.0,167.0,-62,20210112
东吴期货,0.0,0.0,0.0,0.0,94.0,14.0,-14,20210112
东海期货,0.0,0.0,287.0,7.0,0.0,0.0,7,20210112
中信建投,2684.0,-29.0,935.0,-206.0,268.0,78.0,-284,20210112
中信期货,9388.0,-431.0,4432.0,-298.0,10010.0,-468.0,170,20210112
中投天琪,0.0,0.0,709.0,280.0,0.0,0.0,280,20210112
中融汇信,0.0,0.0,0.0,0.0,174.0,0.0,0,20210112
中金期货,0.0,0.0,0.0,0.0,479.0,-39.0,39,20210112
中钢期货,121.0,62.0,0.0,0.0,138.0,40.0,-40,20210112
中银期货,0.0,0.0,0.0,0.0,858.0,43.0,-43,20210112
五矿经易,4109.0,-122.0,1862.0,-167.0,855.0,-38.0,-129,20210112
光大期货,1148.0,-202.0,0.0,0.0,503.0,15.0,-15,20210112
兴业期货,0.0,0.0,524.0,247.0,692.0,249.0,-2,20210112
兴证期货,3569.0,-134.0,1853.0,93.0,1862.0,156.0,-63,20210112
华泰期货,3644.0,653.0,2327.0,-326.0,3562.0,-158.0,-168,20210112
华西期货,160.0,-37.0,0.0,0.0,0.0,0.0,0,20210112
华闻期货,6884.0,347.0,2294.0,849.0,2149.0,824.0,25,20210112
南华期货,1991.0,-16.0,1013.0,-44.0,618.0,50.0,-94,20210112
国信期货,2263.0,-620.0,926.0,-196.0,304.0,40.0,-236,20210112
国元期货,0.0,0.0,0.0,0.0,229.0,15.0,-15,20210112
国投安信,5427.0,-119.0,2191.0,-153.0,1542.0,-128.0,-25,20210112
国泰君安,11306.0,1591.0,6167.0,-11.0,8068.0,295.0,-306,20210112
大越期货,0.0,0.0,1572.0,-3.0,0.0,0.0,-3,20210112
天风期货,0.0,0.0,601.0,-1.0,0.0,0.0,-1,20210112
宏源期货,0.0,0.0,617.0,-74.0,0.0,0.0,-74,20210112
宝城期货,0.0,0.0,305.0,-27.0,0.0,0.0,-27,20210112
平安期货,0.0,0.0,1779.0,38.0,1146.0,-8.0,46,20210112
广发期货,2318.0,391.0,2030.0,-159.0,2589.0,-25.0,-134,20210112
建信期货,0.0,0.0,0.0,0.0,659.0,108.0,-108,20210112
招商期货,1546.0,204.0,881.0,-73.0,1383.0,-87.0,14,20210112
新湖期货,192.0,98.0,0.0,0.0,0.0,0.0,0,20210112
方正中期,1152.0,-67.0,689.0,-5.0,0.0,0.0,-5,20210112
格林大华,0.0,0.0,0.0,0.0,195.0,15.0,-15,20210112
永安期货,2726.0,249.0,1828.0,191.0,836.0,257.0,-66,20210112
浙商期货,106.0,5.0,0.0,0.0,0.0,0.0,0,20210112
海通期货,7822.0,1003.0,3470.0,414.0,3857.0,82.0,332,20210112
渤海期货,0.0,0.0,0.0,0.0,118.0,31.0,-31,20210112
瑞银期货,0.0,0.0,0.0,0.0,3169.0,-51.0,51,20210112
申银万国,1793.0,-500.0,752.0,146.0,1295.0,87.0,59,20210112
美尔雅  ,458.0,243.0,0.0,0.0,0.0,0.0,0,20210112
西部期货,103.0,7.0,0.0,0.0,0.0,0.0,0,20210112
银河期货,2767.0,145.0,2466.0,102.0,5057.0,-176.0,278,20210112
鲁证期货,2430.0,142.0,249.0,138.0,452.0,-15.0,153,20210112
一德期货,0.0,0.0,366.0,11.0,0.0,0.0,11,20210113
上海东证,4228.0,312.0,2357.0,-84.0,4550.0,-294.0,210,20210113
上海中期,1120.0,138.0,659.0,34.0,0.0,0.0,34,20210113
上海浙石,0.0,0.0,463.0,252.0,0.0,0.0,252,20210113
东兴期货,1971.0,470.0,1104.0,139.0,340.0,105.0,34,20210113
东海期货,0.0,0.0,278.0,-9.0,0.0,0.0,-9,20210113
中信建投,2471.0,-496.0,1139.0,98.0,693.0,179.0,-81,20210113
中信期货,10808.0,689.0,5172.0,286.0,10948.0,168.0,118,20210113
中投天琪,456.0,134.0,756.0,47.0,0.0,0.0,47,20210113
中粮期货,0.0,0.0,462.0,192.0,0.0,0.0,192,20210113
中融汇信,0.0,0.0,0.0,0.0,174.0,0.0,0,20210113
中金期货,0.0,0.0,0.0,0.0,650.0,171.0,-171,20210113
中钢期货,131.0,10.0,0.0,0.0,137.0,-1.0,1,20210113
中银期货,0.0,0.0,0.0,0.0,1159.0,117.0,-117,20210113
五矿经易,5151.0,613.0,2360.0,334.0,1146.0,136.0,198,20210113
光大期货,490.0,180.0,0.0,0.0,805.0,81.0,-81,20210113
兴业期货,603.0,593.0,430.0,371.0,641.0,-99.0,470,20210113
兴证期货,3835.0,266.0,1786.0,-204.0,1830.0,-95.0,-109,20210113
华泰期货,3545.0,-423.0,2282.0,-218.0,3687.0,-151.0,-67,20210113
华西期货,1456.0,452.0,184.0,-27.0,617.0,114.0,-141,20210113
华闻期货,7750.0,543.0,1899.0,-508.0,1766.0,-466.0,-42,20210113
南华期货,2299.0,262.0,1024.0,151.0,400.0,156.0,-5,20210113
和融期货,0.0,0.0,0.0,0.0,288.0,66.0,-66,20210113
国信期货,2365.0,102.0,870.0,33.0,0.0,0.0,33,20210113
国投安信,6446.0,-46.0,2762.0,191.0,2103.0,173.0,18,20210113
国泰君安,14625.0,1589.0,7923.0,794.0,9453.0,579.0,215,20210113
大越期货,0.0,0.0,1946.0,4.0,0.0,0.0,4,20210113
天风期货,0.0,0.0,602.0,1.0,0.0,0.0,1,20210113
安粮期货,0.0,0.0,0.0,0.0,536.0,430.0,-430,20210113
宏源期货,0.0,0.0,655.0,38.0,0.0,0.0,38,20210113
宝城期货,0.0,0.0,520.0,8.0,0.0,0.0,8,20210113
平安期货,1118.0,222.0,1711.0,-68.0,1138.0,-8.0,-60,20210113
广发期货,3572.0,1122.0,2159.0,53.0,2844.0,67.0,-14,20210113
建信期货,0.0,0.0,0.0,0.0,924.0,4.0,-4,20210113
招商期货,1329.0,-69.0,1536.0,169.0,1698.0,15.0,154,20210113
新湖期货,181.0,-11.0,0.0,0.0,0.0,0.0,0,20210113
方正中期,1713.0,153.0,775.0,86.0,0.0,0.0,86,20210113
格林大华,0.0,0.0,0.0,0.0,187.0,-8.0,8,20210113
永安期货,2972.0,66.0,1881.0,180.0,812.0,-20.0,200,20210113
浙商期货,193.0,87.0,0.0,0.0,0.0,0.0,0,20210113
海通期货,9040.0,520.0,4229.0,319.0,4878.0,577.0,-258,20210113
渤海期货,0.0,0.0,0.0,0.0,136.0,18.0,-18,20210113
瑞银期货,907.0,901.0,0.0,0.0,4129.0,1301.0,-1301,20210113
